SOUNDLEVEL,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
60.444,6,2018-08-16 22:58:29:602
60.444,11,2018-08-16 22:58:29:607
60.444,16,2018-08-16 22:58:29:612
60.444,21,2018-08-16 22:58:29:617
60.444,26,2018-08-16 22:58:29:622
60.444,31,2018-08-16 22:58:29:627
60.444,35,2018-08-16 22:58:29:631
60.444,42,2018-08-16 22:58:29:638
61.867,46,2018-08-16 22:58:29:642
61.867,50,2018-08-16 22:58:29:646
61.867,56,2018-08-16 22:58:29:652
61.867,60,2018-08-16 22:58:29:656
61.867,66,2018-08-16 22:58:29:662
61.867,70,2018-08-16 22:58:29:666
61.867,76,2018-08-16 22:58:29:672
61.867,80,2018-08-16 22:58:29:676
61.867,86,2018-08-16 22:58:29:682
61.867,91,2018-08-16 22:58:29:687
61.867,96,2018-08-16 22:58:29:692
61.867,100,2018-08-16 22:58:29:696
61.867,106,2018-08-16 22:58:29:702
61.867,110,2018-08-16 22:58:29:706
61.867,115,2018-08-16 22:58:29:711
61.867,121,2018-08-16 22:58:29:717
61.867,126,2018-08-16 22:58:29:722
61.867,130,2018-08-16 22:58:29:726
61.867,136,2018-08-16 22:58:29:732
61.867,140,2018-08-16 22:58:29:736
61.867,146,2018-08-16 22:58:29:742
61.867,151,2018-08-16 22:58:29:747
61.867,155,2018-08-16 22:58:29:751
61.867,161,2018-08-16 22:58:29:757
61.867,166,2018-08-16 22:58:29:762
61.867,171,2018-08-16 22:58:29:767
61.867,176,2018-08-16 22:58:29:772
61.867,180,2018-08-16 22:58:29:776
61.867,185,2018-08-16 22:58:29:781
61.867,191,2018-08-16 22:58:29:787
61.867,195,2018-08-16 22:58:29:791
61.867,202,2018-08-16 22:58:29:798
61.867,206,2018-08-16 22:58:29:802
61.867,211,2018-08-16 22:58:29:807
61.867,216,2018-08-16 22:58:29:812
61.867,221,2018-08-16 22:58:29:817
61.867,226,2018-08-16 22:58:29:822
61.867,232,2018-08-16 22:58:29:828
61.867,236,2018-08-16 22:58:29:832
61.867,241,2018-08-16 22:58:29:837
61.867,246,2018-08-16 22:58:29:842
61.867,250,2018-08-16 22:58:29:846
61.867,256,2018-08-16 22:58:29:852
61.867,261,2018-08-16 22:58:29:857
61.867,266,2018-08-16 22:58:29:862
61.867,270,2018-08-16 22:58:29:866
61.867,275,2018-08-16 22:58:29:871
61.867,280,2018-08-16 22:58:29:876
61.867,286,2018-08-16 22:58:29:882
61.867,290,2018-08-16 22:58:29:886
61.867,296,2018-08-16 22:58:29:892
61.867,301,2018-08-16 22:58:29:897
61.867,306,2018-08-16 22:58:29:902
61.867,311,2018-08-16 22:58:29:907
61.867,316,2018-08-16 22:58:29:912
61.867,321,2018-08-16 22:58:29:917
61.867,326,2018-08-16 22:58:29:922
61.867,332,2018-08-16 22:58:29:928
61.867,335,2018-08-16 22:58:29:931
61.867,341,2018-08-16 22:58:29:937
61.867,346,2018-08-16 22:58:29:942
61.867,351,2018-08-16 22:58:29:947
61.867,355,2018-08-16 22:58:29:951
61.867,361,2018-08-16 22:58:29:957
61.867,366,2018-08-16 22:58:29:962
61.867,370,2018-08-16 22:58:29:966
58.46,375,2018-08-16 22:58:29:971
58.46,381,2018-08-16 22:58:29:977
58.46,387,2018-08-16 22:58:29:983
58.46,394,2018-08-16 22:58:29:990
58.46,396,2018-08-16 22:58:29:992
58.46,400,2018-08-16 22:58:29:996
58.46,406,2018-08-16 22:58:30:002
58.46,411,2018-08-16 22:58:30:007
58.46,415,2018-08-16 22:58:30:011
58.46,421,2018-08-16 22:58:30:017
58.46,426,2018-08-16 22:58:30:022
58.46,431,2018-08-16 22:58:30:027
58.46,435,2018-08-16 22:58:30:031
58.46,441,2018-08-16 22:58:30:037
58.46,446,2018-08-16 22:58:30:042
58.46,451,2018-08-16 22:58:30:047
58.46,456,2018-08-16 22:58:30:052
58.46,461,2018-08-16 22:58:30:057
58.46,466,2018-08-16 22:58:30:062
58.46,470,2018-08-16 22:58:30:066
58.46,475,2018-08-16 22:58:30:071
58.46,480,2018-08-16 22:58:30:076
58.46,485,2018-08-16 22:58:30:081
58.46,491,2018-08-16 22:58:30:087
58.46,496,2018-08-16 22:58:30:092
58.46,500,2018-08-16 22:58:30:096
58.46,506,2018-08-16 22:58:30:102
58.46,511,2018-08-16 22:58:30:107
58.46,518,2018-08-16 22:58:30:114
58.46,521,2018-08-16 22:58:30:117
58.46,526,2018-08-16 22:58:30:122
58.46,531,2018-08-16 22:58:30:127
58.46,535,2018-08-16 22:58:30:131
58.46,541,2018-08-16 22:58:30:137
58.46,546,2018-08-16 22:58:30:142
58.46,551,2018-08-16 22:58:30:147
58.46,555,2018-08-16 22:58:30:151
58.46,561,2018-08-16 22:58:30:157
58.46,566,2018-08-16 22:58:30:162
58.46,571,2018-08-16 22:58:30:167
58.46,576,2018-08-16 22:58:30:172
58.46,581,2018-08-16 22:58:30:177
58.46,585,2018-08-16 22:58:30:181
58.46,591,2018-08-16 22:58:30:187
58.46,596,2018-08-16 22:58:30:192
58.46,601,2018-08-16 22:58:30:197
58.46,606,2018-08-16 22:58:30:202
58.46,611,2018-08-16 22:58:30:207
58.46,616,2018-08-16 22:58:30:212
58.46,621,2018-08-16 22:58:30:217
58.46,626,2018-08-16 22:58:30:222
58.46,631,2018-08-16 22:58:30:227
58.46,635,2018-08-16 22:58:30:231
58.46,641,2018-08-16 22:58:30:237
58.46,646,2018-08-16 22:58:30:242
58.46,651,2018-08-16 22:58:30:247
58.46,656,2018-08-16 22:58:30:252
58.46,661,2018-08-16 22:58:30:257
58.46,665,2018-08-16 22:58:30:261
58.46,671,2018-08-16 22:58:30:267
58.46,677,2018-08-16 22:58:30:273
58.46,681,2018-08-16 22:58:30:277
58.46,686,2018-08-16 22:58:30:282
58.46,691,2018-08-16 22:58:30:287
56.121,696,2018-08-16 22:58:30:292
56.121,701,2018-08-16 22:58:30:297
56.121,706,2018-08-16 22:58:30:302
56.121,713,2018-08-16 22:58:30:309
56.121,716,2018-08-16 22:58:30:312
56.121,720,2018-08-16 22:58:30:316
56.121,725,2018-08-16 22:58:30:321
56.121,731,2018-08-16 22:58:30:327
56.121,736,2018-08-16 22:58:30:332
56.121,740,2018-08-16 22:58:30:336
56.121,746,2018-08-16 22:58:30:342
56.121,750,2018-08-16 22:58:30:346
56.121,756,2018-08-16 22:58:30:352
56.121,760,2018-08-16 22:58:30:356
56.121,766,2018-08-16 22:58:30:362
56.121,770,2018-08-16 22:58:30:366
56.121,776,2018-08-16 22:58:30:372
56.121,780,2018-08-16 22:58:30:376
56.121,786,2018-08-16 22:58:30:382
56.121,790,2018-08-16 22:58:30:386
56.121,795,2018-08-16 22:58:30:391
56.121,801,2018-08-16 22:58:30:397
56.121,806,2018-08-16 22:58:30:402
56.121,810,2018-08-16 22:58:30:406
56.121,816,2018-08-16 22:58:30:412
56.121,821,2018-08-16 22:58:30:417
56.121,825,2018-08-16 22:58:30:421
56.121,831,2018-08-16 22:58:30:427
56.121,835,2018-08-16 22:58:30:431
56.121,841,2018-08-16 22:58:30:437
56.121,846,2018-08-16 22:58:30:442
56.121,851,2018-08-16 22:58:30:447
56.121,856,2018-08-16 22:58:30:452
56.121,861,2018-08-16 22:58:30:457
56.121,866,2018-08-16 22:58:30:462
56.121,870,2018-08-16 22:58:30:466
56.121,875,2018-08-16 22:58:30:471
56.121,881,2018-08-16 22:58:30:477
56.121,885,2018-08-16 22:58:30:481
56.121,890,2018-08-16 22:58:30:486
56.121,896,2018-08-16 22:58:30:492
56.121,902,2018-08-16 22:58:30:498
56.121,906,2018-08-16 22:58:30:502
56.121,911,2018-08-16 22:58:30:507
56.121,916,2018-08-16 22:58:30:512
56.121,921,2018-08-16 22:58:30:517
56.121,925,2018-08-16 22:58:30:521
56.121,931,2018-08-16 22:58:30:527
56.121,936,2018-08-16 22:58:30:532
56.121,941,2018-08-16 22:58:30:537
56.121,946,2018-08-16 22:58:30:542
56.121,951,2018-08-16 22:58:30:547
56.121,956,2018-08-16 22:58:30:552
56.121,961,2018-08-16 22:58:30:557
56.121,966,2018-08-16 22:58:30:562
56.121,970,2018-08-16 22:58:30:566
56.121,976,2018-08-16 22:58:30:572
56.121,981,2018-08-16 22:58:30:577
56.121,986,2018-08-16 22:58:30:582
56.121,990,2018-08-16 22:58:30:586
56.121,996,2018-08-16 22:58:30:592
56.121,1001,2018-08-16 22:58:30:597
56.121,1005,2018-08-16 22:58:30:601
56.121,1011,2018-08-16 22:58:30:607
56.121,1016,2018-08-16 22:58:30:612
56.121,1021,2018-08-16 22:58:30:617
56.847,1026,2018-08-16 22:58:30:622
56.847,1031,2018-08-16 22:58:30:627
56.847,1036,2018-08-16 22:58:30:632
56.847,1040,2018-08-16 22:58:30:636
56.847,1046,2018-08-16 22:58:30:642
56.847,1051,2018-08-16 22:58:30:647
56.847,1056,2018-08-16 22:58:30:652
56.847,1062,2018-08-16 22:58:30:658
56.847,1066,2018-08-16 22:58:30:662
56.847,1071,2018-08-16 22:58:30:667
56.847,1075,2018-08-16 22:58:30:671
56.847,1080,2018-08-16 22:58:30:676
56.847,1085,2018-08-16 22:58:30:681
56.847,1090,2018-08-16 22:58:30:686
56.847,1095,2018-08-16 22:58:30:691
56.847,1101,2018-08-16 22:58:30:697
56.847,1106,2018-08-16 22:58:30:702
56.847,1110,2018-08-16 22:58:30:706
56.847,1115,2018-08-16 22:58:30:711
56.847,1120,2018-08-16 22:58:30:716
56.847,1126,2018-08-16 22:58:30:722
56.847,1130,2018-08-16 22:58:30:726
56.847,1136,2018-08-16 22:58:30:732
56.847,1140,2018-08-16 22:58:30:736
56.847,1146,2018-08-16 22:58:30:742
56.847,1151,2018-08-16 22:58:30:747
56.847,1155,2018-08-16 22:58:30:751
56.847,1161,2018-08-16 22:58:30:757
56.847,1166,2018-08-16 22:58:30:762
56.847,1171,2018-08-16 22:58:30:767
56.847,1175,2018-08-16 22:58:30:771
56.847,1180,2018-08-16 22:58:30:776
56.847,1185,2018-08-16 22:58:30:781
56.847,1191,2018-08-16 22:58:30:787
56.847,1196,2018-08-16 22:58:30:792
56.847,1200,2018-08-16 22:58:30:796
56.847,1205,2018-08-16 22:58:30:801
56.847,1210,2018-08-16 22:58:30:806
56.847,1216,2018-08-16 22:58:30:812
56.847,1221,2018-08-16 22:58:30:817
56.847,1226,2018-08-16 22:58:30:822
56.847,1231,2018-08-16 22:58:30:827
56.847,1235,2018-08-16 22:58:30:831
56.847,1240,2018-08-16 22:58:30:836
56.847,1246,2018-08-16 22:58:30:842
56.847,1251,2018-08-16 22:58:30:847
56.847,1256,2018-08-16 22:58:30:852
56.847,1260,2018-08-16 22:58:30:856
56.847,1265,2018-08-16 22:58:30:861
56.847,1270,2018-08-16 22:58:30:866
56.847,1275,2018-08-16 22:58:30:871
56.847,1280,2018-08-16 22:58:30:876
56.847,1286,2018-08-16 22:58:30:882
56.847,1290,2018-08-16 22:58:30:886
56.847,1296,2018-08-16 22:58:30:892
56.847,1300,2018-08-16 22:58:30:896
56.847,1306,2018-08-16 22:58:30:902
56.847,1311,2018-08-16 22:58:30:907
56.847,1317,2018-08-16 22:58:30:913
56.847,1321,2018-08-16 22:58:30:917
56.847,1326,2018-08-16 22:58:30:922
56.847,1330,2018-08-16 22:58:30:926
56.847,1336,2018-08-16 22:58:30:932
56.847,1341,2018-08-16 22:58:30:937
56.847,1345,2018-08-16 22:58:30:941
56.847,1351,2018-08-16 22:58:30:947
69.95,1356,2018-08-16 22:58:30:952
69.95,1361,2018-08-16 22:58:30:957
69.95,1365,2018-08-16 22:58:30:961
69.95,1371,2018-08-16 22:58:30:967
69.95,1376,2018-08-16 22:58:30:972
69.95,1381,2018-08-16 22:58:30:977
69.95,1385,2018-08-16 22:58:30:981
69.95,1390,2018-08-16 22:58:30:986
69.95,1396,2018-08-16 22:58:30:992
69.95,1401,2018-08-16 22:58:30:997
69.95,1406,2018-08-16 22:58:31:002
69.95,1411,2018-08-16 22:58:31:007
69.95,1417,2018-08-16 22:58:31:013
69.95,1421,2018-08-16 22:58:31:017
69.95,1426,2018-08-16 22:58:31:022
69.95,1431,2018-08-16 22:58:31:027
69.95,1435,2018-08-16 22:58:31:031
69.95,1442,2018-08-16 22:58:31:038
69.95,1445,2018-08-16 22:58:31:041
69.95,1451,2018-08-16 22:58:31:047
69.95,1456,2018-08-16 22:58:31:052
69.95,1461,2018-08-16 22:58:31:057
69.95,1465,2018-08-16 22:58:31:061
69.95,1470,2018-08-16 22:58:31:066
69.95,1475,2018-08-16 22:58:31:071
69.95,1481,2018-08-16 22:58:31:077
69.95,1486,2018-08-16 22:58:31:082
69.95,1490,2018-08-16 22:58:31:086
69.95,1496,2018-08-16 22:58:31:092
69.95,1501,2018-08-16 22:58:31:097
69.95,1506,2018-08-16 22:58:31:102
69.95,1511,2018-08-16 22:58:31:107
69.95,1515,2018-08-16 22:58:31:111
69.95,1521,2018-08-16 22:58:31:117
69.95,1527,2018-08-16 22:58:31:123
69.95,1530,2018-08-16 22:58:31:126
69.95,1535,2018-08-16 22:58:31:131
69.95,1542,2018-08-16 22:58:31:138
69.95,1546,2018-08-16 22:58:31:142
69.95,1550,2018-08-16 22:58:31:146
69.95,1556,2018-08-16 22:58:31:152
69.95,1560,2018-08-16 22:58:31:156
69.95,1565,2018-08-16 22:58:31:161
69.95,1571,2018-08-16 22:58:31:167
69.95,1575,2018-08-16 22:58:31:171
69.95,1581,2018-08-16 22:58:31:177
69.95,1585,2018-08-16 22:58:31:181
69.95,1591,2018-08-16 22:58:31:187
69.95,1596,2018-08-16 22:58:31:192
69.95,1600,2018-08-16 22:58:31:196
69.95,1606,2018-08-16 22:58:31:202
69.95,1610,2018-08-16 22:58:31:206
69.95,1616,2018-08-16 22:58:31:212
69.95,1621,2018-08-16 22:58:31:217
69.95,1625,2018-08-16 22:58:31:221
69.95,1631,2018-08-16 22:58:31:227
69.95,1635,2018-08-16 22:58:31:231
69.95,1641,2018-08-16 22:58:31:237
69.95,1645,2018-08-16 22:58:31:241
69.95,1651,2018-08-16 22:58:31:247
69.95,1656,2018-08-16 22:58:31:252
69.95,1661,2018-08-16 22:58:31:257
69.95,1666,2018-08-16 22:58:31:262
69.95,1670,2018-08-16 22:58:31:266
64.167,1676,2018-08-16 22:58:31:272
64.167,1681,2018-08-16 22:58:31:277
64.167,1687,2018-08-16 22:58:31:283
64.167,1690,2018-08-16 22:58:31:286
64.167,1696,2018-08-16 22:58:31:292
64.167,1701,2018-08-16 22:58:31:297
64.167,1705,2018-08-16 22:58:31:301
64.167,1710,2018-08-16 22:58:31:306
64.167,1715,2018-08-16 22:58:31:311
64.167,1721,2018-08-16 22:58:31:317
64.167,1725,2018-08-16 22:58:31:321
64.167,1730,2018-08-16 22:58:31:326
64.167,1736,2018-08-16 22:58:31:332
64.167,1743,2018-08-16 22:58:31:339
64.167,1745,2018-08-16 22:58:31:341
64.167,1752,2018-08-16 22:58:31:348
64.167,1756,2018-08-16 22:58:31:352
64.167,1761,2018-08-16 22:58:31:357
64.167,1765,2018-08-16 22:58:31:361
64.167,1770,2018-08-16 22:58:31:366
64.167,1775,2018-08-16 22:58:31:371
64.167,1781,2018-08-16 22:58:31:377
64.167,1786,2018-08-16 22:58:31:382
64.167,1791,2018-08-16 22:58:31:387
64.167,1795,2018-08-16 22:58:31:391
64.167,1801,2018-08-16 22:58:31:397
64.167,1805,2018-08-16 22:58:31:401
64.167,1811,2018-08-16 22:58:31:407
64.167,1815,2018-08-16 22:58:31:411
64.167,1821,2018-08-16 22:58:31:417
64.167,1826,2018-08-16 22:58:31:422
64.167,1831,2018-08-16 22:58:31:427
64.167,1836,2018-08-16 22:58:31:432
64.167,1841,2018-08-16 22:58:31:437
64.167,1846,2018-08-16 22:58:31:442
64.167,1851,2018-08-16 22:58:31:447
64.167,1856,2018-08-16 22:58:31:452
64.167,1861,2018-08-16 22:58:31:457
64.167,1865,2018-08-16 22:58:31:461
64.167,1871,2018-08-16 22:58:31:467
64.167,1875,2018-08-16 22:58:31:471
64.167,1880,2018-08-16 22:58:31:476
64.167,1885,2018-08-16 22:58:31:481
64.167,1890,2018-08-16 22:58:31:486
64.167,1896,2018-08-16 22:58:31:492
64.167,1901,2018-08-16 22:58:31:497
64.167,1905,2018-08-16 22:58:31:501
64.167,1911,2018-08-16 22:58:31:507
64.167,1916,2018-08-16 22:58:31:512
64.167,1921,2018-08-16 22:58:31:517
64.167,1926,2018-08-16 22:58:31:522
64.167,1931,2018-08-16 22:58:31:527
64.167,1935,2018-08-16 22:58:31:531
64.167,1940,2018-08-16 22:58:31:536
64.167,1947,2018-08-16 22:58:31:543
64.167,1951,2018-08-16 22:58:31:547
64.167,1956,2018-08-16 22:58:31:552
64.167,1961,2018-08-16 22:58:31:557
64.167,1965,2018-08-16 22:58:31:561
64.167,1971,2018-08-16 22:58:31:567
64.167,1976,2018-08-16 22:58:31:572
64.167,1981,2018-08-16 22:58:31:577
64.167,1985,2018-08-16 22:58:31:581
64.167,1991,2018-08-16 22:58:31:587
82.824,1995,2018-08-16 22:58:31:591
82.824,2003,2018-08-16 22:58:31:599
82.824,2005,2018-08-16 22:58:31:601
82.824,2011,2018-08-16 22:58:31:607
82.824,2016,2018-08-16 22:58:31:612
82.824,2020,2018-08-16 22:58:31:616
82.824,2025,2018-08-16 22:58:31:621
82.824,2030,2018-08-16 22:58:31:626
82.824,2035,2018-08-16 22:58:31:631
82.824,2040,2018-08-16 22:58:31:636
82.824,2045,2018-08-16 22:58:31:641
82.824,2051,2018-08-16 22:58:31:647
82.824,2056,2018-08-16 22:58:31:652
82.824,2060,2018-08-16 22:58:31:656
82.824,2066,2018-08-16 22:58:31:662
82.824,2071,2018-08-16 22:58:31:667
82.824,2076,2018-08-16 22:58:31:672
82.824,2080,2018-08-16 22:58:31:676
82.824,2086,2018-08-16 22:58:31:682
82.824,2090,2018-08-16 22:58:31:686
82.824,2096,2018-08-16 22:58:31:692
82.824,2101,2018-08-16 22:58:31:697
82.824,2106,2018-08-16 22:58:31:702
82.824,2111,2018-08-16 22:58:31:707
82.824,2116,2018-08-16 22:58:31:712
82.824,2121,2018-08-16 22:58:31:717
82.824,2126,2018-08-16 22:58:31:722
82.824,2131,2018-08-16 22:58:31:727
82.824,2136,2018-08-16 22:58:31:732
82.824,2141,2018-08-16 22:58:31:737
82.824,2146,2018-08-16 22:58:31:742
82.824,2151,2018-08-16 22:58:31:747
82.824,2156,2018-08-16 22:58:31:752
82.824,2161,2018-08-16 22:58:31:757
82.824,2166,2018-08-16 22:58:31:762
82.824,2171,2018-08-16 22:58:31:767
82.824,2176,2018-08-16 22:58:31:772
82.824,2181,2018-08-16 22:58:31:777
82.824,2186,2018-08-16 22:58:31:782
82.824,2190,2018-08-16 22:58:31:786
82.824,2197,2018-08-16 22:58:31:793
82.824,2201,2018-08-16 22:58:31:797
82.824,2206,2018-08-16 22:58:31:802
82.824,2211,2018-08-16 22:58:31:807
82.824,2216,2018-08-16 22:58:31:812
82.824,2221,2018-08-16 22:58:31:817
82.824,2226,2018-08-16 22:58:31:822
82.824,2231,2018-08-16 22:58:31:827
82.824,2236,2018-08-16 22:58:31:832
82.824,2241,2018-08-16 22:58:31:837
82.824,2245,2018-08-16 22:58:31:841
82.824,2250,2018-08-16 22:58:31:846
82.824,2256,2018-08-16 22:58:31:852
82.824,2261,2018-08-16 22:58:31:857
82.824,2266,2018-08-16 22:58:31:862
82.824,2271,2018-08-16 22:58:31:867
82.824,2276,2018-08-16 22:58:31:872
82.824,2280,2018-08-16 22:58:31:876
82.824,2286,2018-08-16 22:58:31:882
82.824,2290,2018-08-16 22:58:31:886
82.824,2296,2018-08-16 22:58:31:892
82.824,2301,2018-08-16 22:58:31:897
82.824,2305,2018-08-16 22:58:31:901
82.824,2311,2018-08-16 22:58:31:907
82.824,2316,2018-08-16 22:58:31:912
82.824,2321,2018-08-16 22:58:31:917
95.492,2325,2018-08-16 22:58:31:921
95.492,2331,2018-08-16 22:58:31:927
95.492,2338,2018-08-16 22:58:31:934
95.492,2340,2018-08-16 22:58:31:936
95.492,2346,2018-08-16 22:58:31:942
95.492,2351,2018-08-16 22:58:31:947
95.492,2356,2018-08-16 22:58:31:952
95.492,2360,2018-08-16 22:58:31:956
95.492,2365,2018-08-16 22:58:31:961
95.492,2371,2018-08-16 22:58:31:967
95.492,2376,2018-08-16 22:58:31:972
95.492,2380,2018-08-16 22:58:31:976
95.492,2385,2018-08-16 22:58:31:981
95.492,2390,2018-08-16 22:58:31:986
95.492,2395,2018-08-16 22:58:31:991
95.492,2401,2018-08-16 22:58:31:997
95.492,2405,2018-08-16 22:58:32:001
95.492,2410,2018-08-16 22:58:32:006
95.492,2415,2018-08-16 22:58:32:011
95.492,2421,2018-08-16 22:58:32:017
95.492,2425,2018-08-16 22:58:32:021
95.492,2431,2018-08-16 22:58:32:027
95.492,2436,2018-08-16 22:58:32:032
95.492,2441,2018-08-16 22:58:32:037
95.492,2446,2018-08-16 22:58:32:042
95.492,2451,2018-08-16 22:58:32:047
95.492,2456,2018-08-16 22:58:32:052
95.492,2460,2018-08-16 22:58:32:056
95.492,2466,2018-08-16 22:58:32:062
95.492,2470,2018-08-16 22:58:32:066
95.492,2476,2018-08-16 22:58:32:072
95.492,2480,2018-08-16 22:58:32:076
95.492,2486,2018-08-16 22:58:32:082
95.492,2505,2018-08-16 22:58:32:101
95.492,2507,2018-08-16 22:58:32:103
95.492,2508,2018-08-16 22:58:32:104
95.492,2509,2018-08-16 22:58:32:105
95.492,2510,2018-08-16 22:58:32:106
95.492,2516,2018-08-16 22:58:32:112
95.492,2520,2018-08-16 22:58:32:116
95.492,2525,2018-08-16 22:58:32:121
95.492,2530,2018-08-16 22:58:32:126
95.492,2535,2018-08-16 22:58:32:131
95.492,2540,2018-08-16 22:58:32:136
95.492,2545,2018-08-16 22:58:32:141
95.492,2550,2018-08-16 22:58:32:146
95.492,2556,2018-08-16 22:58:32:152
95.492,2561,2018-08-16 22:58:32:157
95.492,2566,2018-08-16 22:58:32:162
95.492,2571,2018-08-16 22:58:32:167
95.492,2575,2018-08-16 22:58:32:171
95.492,2580,2018-08-16 22:58:32:176
95.492,2585,2018-08-16 22:58:32:181
95.492,2591,2018-08-16 22:58:32:187
95.492,2596,2018-08-16 22:58:32:192
95.492,2601,2018-08-16 22:58:32:197
95.492,2606,2018-08-16 22:58:32:202
95.492,2611,2018-08-16 22:58:32:207
95.492,2616,2018-08-16 22:58:32:212
95.492,2620,2018-08-16 22:58:32:216
95.492,2625,2018-08-16 22:58:32:221
95.492,2631,2018-08-16 22:58:32:227
95.492,2636,2018-08-16 22:58:32:232
95.492,2640,2018-08-16 22:58:32:236
86.141,2646,2018-08-16 22:58:32:242
86.141,2652,2018-08-16 22:58:32:248
86.141,2656,2018-08-16 22:58:32:252
86.141,2661,2018-08-16 22:58:32:257
86.141,2666,2018-08-16 22:58:32:262
86.141,2671,2018-08-16 22:58:32:267
86.141,2675,2018-08-16 22:58:32:271
86.141,2680,2018-08-16 22:58:32:276
86.141,2685,2018-08-16 22:58:32:281
86.141,2690,2018-08-16 22:58:32:286
86.141,2695,2018-08-16 22:58:32:291
86.141,2700,2018-08-16 22:58:32:296
86.141,2705,2018-08-16 22:58:32:301
86.141,2710,2018-08-16 22:58:32:306
86.141,2715,2018-08-16 22:58:32:311
86.141,2721,2018-08-16 22:58:32:317
86.141,2725,2018-08-16 22:58:32:321
86.141,2730,2018-08-16 22:58:32:326
86.141,2735,2018-08-16 22:58:32:331
86.141,2741,2018-08-16 22:58:32:337
86.141,2746,2018-08-16 22:58:32:342
86.141,2751,2018-08-16 22:58:32:347
86.141,2755,2018-08-16 22:58:32:351
86.141,2761,2018-08-16 22:58:32:357
86.141,2765,2018-08-16 22:58:32:361
86.141,2771,2018-08-16 22:58:32:367
86.141,2776,2018-08-16 22:58:32:372
86.141,2781,2018-08-16 22:58:32:377
86.141,2786,2018-08-16 22:58:32:382
86.141,2791,2018-08-16 22:58:32:387
86.141,2796,2018-08-16 22:58:32:392
86.141,2800,2018-08-16 22:58:32:396
86.141,2805,2018-08-16 22:58:32:401
86.141,2810,2018-08-16 22:58:32:406
86.141,2816,2018-08-16 22:58:32:412
86.141,2820,2018-08-16 22:58:32:416
86.141,2825,2018-08-16 22:58:32:421
86.141,2830,2018-08-16 22:58:32:426
86.141,2835,2018-08-16 22:58:32:431
86.141,2841,2018-08-16 22:58:32:437
86.141,2846,2018-08-16 22:58:32:442
86.141,2851,2018-08-16 22:58:32:447
86.141,2855,2018-08-16 22:58:32:451
86.141,2861,2018-08-16 22:58:32:457
86.141,2865,2018-08-16 22:58:32:461
86.141,2871,2018-08-16 22:58:32:467
86.141,2875,2018-08-16 22:58:32:471
86.141,2882,2018-08-16 22:58:32:478
86.141,2886,2018-08-16 22:58:32:482
86.141,2891,2018-08-16 22:58:32:487
86.141,2896,2018-08-16 22:58:32:492
86.141,2901,2018-08-16 22:58:32:497
86.141,2906,2018-08-16 22:58:32:502
86.141,2910,2018-08-16 22:58:32:506
86.141,2915,2018-08-16 22:58:32:511
86.141,2921,2018-08-16 22:58:32:517
86.141,2926,2018-08-16 22:58:32:522
86.141,2931,2018-08-16 22:58:32:527
86.141,2935,2018-08-16 22:58:32:531
86.141,2941,2018-08-16 22:58:32:537
86.141,2945,2018-08-16 22:58:32:541
86.141,2951,2018-08-16 22:58:32:547
86.141,2956,2018-08-16 22:58:32:552
86.141,2960,2018-08-16 22:58:32:556
86.141,2966,2018-08-16 22:58:32:562
86.141,2970,2018-08-16 22:58:32:566
86.141,2976,2018-08-16 22:58:32:572
86.141,2981,2018-08-16 22:58:32:577
84.231,2985,2018-08-16 22:58:32:581
84.231,2991,2018-08-16 22:58:32:587
84.231,2996,2018-08-16 22:58:32:592
84.231,3002,2018-08-16 22:58:32:598
84.231,3006,2018-08-16 22:58:32:602
84.231,3010,2018-08-16 22:58:32:606
84.231,3016,2018-08-16 22:58:32:612
84.231,3020,2018-08-16 22:58:32:616
84.231,3025,2018-08-16 22:58:32:621
84.231,3031,2018-08-16 22:58:32:627
84.231,3036,2018-08-16 22:58:32:632
84.231,3040,2018-08-16 22:58:32:636
84.231,3046,2018-08-16 22:58:32:642
84.231,3050,2018-08-16 22:58:32:646
84.231,3056,2018-08-16 22:58:32:652
84.231,3060,2018-08-16 22:58:32:656
84.231,3066,2018-08-16 22:58:32:662
84.231,3071,2018-08-16 22:58:32:667
84.231,3076,2018-08-16 22:58:32:672
84.231,3081,2018-08-16 22:58:32:677
84.231,3086,2018-08-16 22:58:32:682
84.231,3090,2018-08-16 22:58:32:686
84.231,3096,2018-08-16 22:58:32:692
84.231,3100,2018-08-16 22:58:32:696
84.231,3106,2018-08-16 22:58:32:702
84.231,3111,2018-08-16 22:58:32:707
84.231,3115,2018-08-16 22:58:32:711
84.231,3120,2018-08-16 22:58:32:716
84.231,3125,2018-08-16 22:58:32:721
84.231,3130,2018-08-16 22:58:32:726
84.231,3136,2018-08-16 22:58:32:732
84.231,3141,2018-08-16 22:58:32:737
84.231,3146,2018-08-16 22:58:32:742
84.231,3151,2018-08-16 22:58:32:747
84.231,3156,2018-08-16 22:58:32:752
84.231,3161,2018-08-16 22:58:32:757
84.231,3166,2018-08-16 22:58:32:762
84.231,3171,2018-08-16 22:58:32:767
84.231,3175,2018-08-16 22:58:32:771
84.231,3181,2018-08-16 22:58:32:777
84.231,3186,2018-08-16 22:58:32:782
84.231,3191,2018-08-16 22:58:32:787
84.231,3196,2018-08-16 22:58:32:792
84.231,3200,2018-08-16 22:58:32:796
84.231,3206,2018-08-16 22:58:32:802
84.231,3210,2018-08-16 22:58:32:806
84.231,3216,2018-08-16 22:58:32:812
