SOUNDLEVEL,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
88.832,95990,2018-08-16 23:00:05:586
88.832,95995,2018-08-16 23:00:05:591
88.832,96002,2018-08-16 23:00:05:598
88.832,96005,2018-08-16 23:00:05:601
88.832,96011,2018-08-16 23:00:05:607
88.832,96015,2018-08-16 23:00:05:611
88.832,96020,2018-08-16 23:00:05:616
88.832,96026,2018-08-16 23:00:05:622
88.832,96031,2018-08-16 23:00:05:627
88.832,96036,2018-08-16 23:00:05:632
88.832,96041,2018-08-16 23:00:05:637
88.832,96045,2018-08-16 23:00:05:641
88.832,96050,2018-08-16 23:00:05:646
88.832,96056,2018-08-16 23:00:05:652
88.832,96060,2018-08-16 23:00:05:656
88.832,96066,2018-08-16 23:00:05:662
88.832,96073,2018-08-16 23:00:05:669
88.832,96076,2018-08-16 23:00:05:672
88.832,96081,2018-08-16 23:00:05:677
88.832,96086,2018-08-16 23:00:05:682
88.832,96090,2018-08-16 23:00:05:686
88.832,96095,2018-08-16 23:00:05:691
88.832,96101,2018-08-16 23:00:05:697
88.832,96106,2018-08-16 23:00:05:702
88.832,96111,2018-08-16 23:00:05:707
88.832,96117,2018-08-16 23:00:05:713
88.832,96120,2018-08-16 23:00:05:716
88.832,96125,2018-08-16 23:00:05:721
88.832,96130,2018-08-16 23:00:05:726
88.832,96136,2018-08-16 23:00:05:732
88.832,96140,2018-08-16 23:00:05:736
88.832,96145,2018-08-16 23:00:05:741
88.832,96151,2018-08-16 23:00:05:747
88.832,96155,2018-08-16 23:00:05:751
88.832,96161,2018-08-16 23:00:05:757
88.832,96165,2018-08-16 23:00:05:761
88.832,96170,2018-08-16 23:00:05:766
88.832,96175,2018-08-16 23:00:05:771
88.832,96180,2018-08-16 23:00:05:776
88.832,96186,2018-08-16 23:00:05:782
88.832,96190,2018-08-16 23:00:05:786
88.832,96195,2018-08-16 23:00:05:791
88.832,96201,2018-08-16 23:00:05:797
88.832,96206,2018-08-16 23:00:05:802
88.832,96210,2018-08-16 23:00:05:806
88.832,96215,2018-08-16 23:00:05:811
88.832,96221,2018-08-16 23:00:05:817
88.832,96226,2018-08-16 23:00:05:822
88.832,96231,2018-08-16 23:00:05:827
88.832,96236,2018-08-16 23:00:05:832
88.832,96241,2018-08-16 23:00:05:837
88.832,96245,2018-08-16 23:00:05:841
88.832,96253,2018-08-16 23:00:05:849
88.832,96256,2018-08-16 23:00:05:852
88.832,96260,2018-08-16 23:00:05:856
88.832,96265,2018-08-16 23:00:05:861
88.832,96271,2018-08-16 23:00:05:867
90.893,96276,2018-08-16 23:00:05:872
90.893,96280,2018-08-16 23:00:05:876
90.893,96286,2018-08-16 23:00:05:882
90.893,96290,2018-08-16 23:00:05:886
90.893,96295,2018-08-16 23:00:05:891
90.893,96301,2018-08-16 23:00:05:897
90.893,96306,2018-08-16 23:00:05:902
90.893,96310,2018-08-16 23:00:05:906
90.893,96316,2018-08-16 23:00:05:912
90.893,96321,2018-08-16 23:00:05:917
90.893,96325,2018-08-16 23:00:05:921
90.893,96330,2018-08-16 23:00:05:926
90.893,96335,2018-08-16 23:00:05:931
90.893,96340,2018-08-16 23:00:05:936
90.893,96345,2018-08-16 23:00:05:941
90.893,96351,2018-08-16 23:00:05:947
90.893,96355,2018-08-16 23:00:05:951
90.893,96361,2018-08-16 23:00:05:957
90.893,96365,2018-08-16 23:00:05:961
90.893,96370,2018-08-16 23:00:05:966
90.893,96376,2018-08-16 23:00:05:972
90.893,96381,2018-08-16 23:00:05:977
90.893,96386,2018-08-16 23:00:05:982
90.893,96391,2018-08-16 23:00:05:987
90.893,96396,2018-08-16 23:00:05:992
90.893,96400,2018-08-16 23:00:05:996
90.893,96405,2018-08-16 23:00:06:001
90.893,96411,2018-08-16 23:00:06:007
90.893,96416,2018-08-16 23:00:06:012
90.893,96421,2018-08-16 23:00:06:017
90.893,96427,2018-08-16 23:00:06:023
90.893,96431,2018-08-16 23:00:06:027
90.893,96436,2018-08-16 23:00:06:032
90.893,96440,2018-08-16 23:00:06:036
90.893,96445,2018-08-16 23:00:06:041
90.893,96451,2018-08-16 23:00:06:047
90.893,96455,2018-08-16 23:00:06:051
90.893,96460,2018-08-16 23:00:06:056
90.893,96466,2018-08-16 23:00:06:062
90.893,96470,2018-08-16 23:00:06:066
90.893,96476,2018-08-16 23:00:06:072
90.893,96480,2018-08-16 23:00:06:076
90.893,96498,2018-08-16 23:00:06:094
90.893,96499,2018-08-16 23:00:06:095
90.893,96499,2018-08-16 23:00:06:095
90.893,96500,2018-08-16 23:00:06:096
90.893,96505,2018-08-16 23:00:06:101
90.893,96510,2018-08-16 23:00:06:106
90.893,96515,2018-08-16 23:00:06:111
90.893,96521,2018-08-16 23:00:06:117
90.893,96526,2018-08-16 23:00:06:122
90.893,96531,2018-08-16 23:00:06:127
90.893,96536,2018-08-16 23:00:06:132
90.893,96542,2018-08-16 23:00:06:138
90.893,96545,2018-08-16 23:00:06:141
90.893,96551,2018-08-16 23:00:06:147
90.893,96558,2018-08-16 23:00:06:154
90.893,96560,2018-08-16 23:00:06:156
90.893,96566,2018-08-16 23:00:06:162
90.893,96571,2018-08-16 23:00:06:167
90.893,96575,2018-08-16 23:00:06:171
90.893,96580,2018-08-16 23:00:06:176
90.893,96586,2018-08-16 23:00:06:182
90.893,96591,2018-08-16 23:00:06:187
90.893,96595,2018-08-16 23:00:06:191
92.616,96600,2018-08-16 23:00:06:196
92.616,96606,2018-08-16 23:00:06:202
92.616,96610,2018-08-16 23:00:06:206
92.616,96615,2018-08-16 23:00:06:211
92.616,96621,2018-08-16 23:00:06:217
92.616,96626,2018-08-16 23:00:06:222
92.616,96630,2018-08-16 23:00:06:226
92.616,96635,2018-08-16 23:00:06:231
92.616,96641,2018-08-16 23:00:06:237
92.616,96646,2018-08-16 23:00:06:242
92.616,96650,2018-08-16 23:00:06:246
92.616,96656,2018-08-16 23:00:06:252
92.616,96661,2018-08-16 23:00:06:257
92.616,96665,2018-08-16 23:00:06:261
92.616,96670,2018-08-16 23:00:06:266
92.616,96676,2018-08-16 23:00:06:272
92.616,96680,2018-08-16 23:00:06:276
92.616,96686,2018-08-16 23:00:06:282
92.616,96690,2018-08-16 23:00:06:286
92.616,96696,2018-08-16 23:00:06:292
92.616,96701,2018-08-16 23:00:06:297
92.616,96706,2018-08-16 23:00:06:302
92.616,96711,2018-08-16 23:00:06:307
92.616,96716,2018-08-16 23:00:06:312
92.616,96720,2018-08-16 23:00:06:316
92.616,96725,2018-08-16 23:00:06:321
92.616,96730,2018-08-16 23:00:06:326
92.616,96736,2018-08-16 23:00:06:332
92.616,96741,2018-08-16 23:00:06:337
92.616,96745,2018-08-16 23:00:06:341
92.616,96750,2018-08-16 23:00:06:346
92.616,96755,2018-08-16 23:00:06:351
92.616,96761,2018-08-16 23:00:06:357
92.616,96765,2018-08-16 23:00:06:361
92.616,96770,2018-08-16 23:00:06:366
92.616,96775,2018-08-16 23:00:06:371
92.616,96781,2018-08-16 23:00:06:377
92.616,96786,2018-08-16 23:00:06:382
92.616,96790,2018-08-16 23:00:06:386
92.616,96796,2018-08-16 23:00:06:392
92.616,96801,2018-08-16 23:00:06:397
92.616,96806,2018-08-16 23:00:06:402
92.616,96810,2018-08-16 23:00:06:406
92.616,96815,2018-08-16 23:00:06:411
92.616,96820,2018-08-16 23:00:06:416
92.616,96825,2018-08-16 23:00:06:421
92.616,96830,2018-08-16 23:00:06:426
92.616,96835,2018-08-16 23:00:06:431
92.616,96840,2018-08-16 23:00:06:436
92.616,96845,2018-08-16 23:00:06:441
92.616,96851,2018-08-16 23:00:06:447
92.616,96856,2018-08-16 23:00:06:452
92.616,96861,2018-08-16 23:00:06:457
92.616,96865,2018-08-16 23:00:06:461
92.616,96870,2018-08-16 23:00:06:466
92.616,96876,2018-08-16 23:00:06:472
92.616,96881,2018-08-16 23:00:06:477
92.616,96886,2018-08-16 23:00:06:482
92.616,96891,2018-08-16 23:00:06:487
92.616,96895,2018-08-16 23:00:06:491
92.616,96900,2018-08-16 23:00:06:496
92.616,96906,2018-08-16 23:00:06:502
92.616,96910,2018-08-16 23:00:06:506
92.616,96917,2018-08-16 23:00:06:513
92.616,96921,2018-08-16 23:00:06:517
91.542,96926,2018-08-16 23:00:06:522
91.542,96930,2018-08-16 23:00:06:526
91.542,96936,2018-08-16 23:00:06:532
91.542,96940,2018-08-16 23:00:06:536
91.542,96945,2018-08-16 23:00:06:541
91.542,96951,2018-08-16 23:00:06:547
91.542,96956,2018-08-16 23:00:06:552
91.542,96961,2018-08-16 23:00:06:557
91.542,96966,2018-08-16 23:00:06:562
91.542,96972,2018-08-16 23:00:06:568
91.542,96975,2018-08-16 23:00:06:571
91.542,96981,2018-08-16 23:00:06:577
91.542,96985,2018-08-16 23:00:06:581
91.542,96991,2018-08-16 23:00:06:587
91.542,96996,2018-08-16 23:00:06:592
91.542,97001,2018-08-16 23:00:06:597
91.542,97005,2018-08-16 23:00:06:601
91.542,97011,2018-08-16 23:00:06:607
91.542,97017,2018-08-16 23:00:06:613
91.542,97020,2018-08-16 23:00:06:616
91.542,97026,2018-08-16 23:00:06:622
91.542,97031,2018-08-16 23:00:06:627
91.542,97036,2018-08-16 23:00:06:632
91.542,97040,2018-08-16 23:00:06:636
91.542,97045,2018-08-16 23:00:06:641
91.542,97051,2018-08-16 23:00:06:647
91.542,97057,2018-08-16 23:00:06:653
91.542,97060,2018-08-16 23:00:06:656
91.542,97065,2018-08-16 23:00:06:661
91.542,97070,2018-08-16 23:00:06:666
91.542,97076,2018-08-16 23:00:06:672
91.542,97081,2018-08-16 23:00:06:677
91.542,97085,2018-08-16 23:00:06:681
91.542,97091,2018-08-16 23:00:06:687
91.542,97095,2018-08-16 23:00:06:691
91.542,97100,2018-08-16 23:00:06:696
91.542,97105,2018-08-16 23:00:06:701
91.542,97110,2018-08-16 23:00:06:706
91.542,97115,2018-08-16 23:00:06:711
91.542,97121,2018-08-16 23:00:06:717
91.542,97126,2018-08-16 23:00:06:722
91.542,97131,2018-08-16 23:00:06:727
91.542,97136,2018-08-16 23:00:06:732
91.542,97140,2018-08-16 23:00:06:736
91.542,97145,2018-08-16 23:00:06:741
91.542,97151,2018-08-16 23:00:06:747
91.542,97156,2018-08-16 23:00:06:752
91.542,97161,2018-08-16 23:00:06:757
91.542,97165,2018-08-16 23:00:06:761
91.542,97171,2018-08-16 23:00:06:767
91.542,97175,2018-08-16 23:00:06:771
91.542,97181,2018-08-16 23:00:06:777
91.542,97185,2018-08-16 23:00:06:781
91.542,97190,2018-08-16 23:00:06:786
91.542,97195,2018-08-16 23:00:06:791
91.542,97201,2018-08-16 23:00:06:797
91.542,97206,2018-08-16 23:00:06:802
91.542,97211,2018-08-16 23:00:06:807
91.542,97217,2018-08-16 23:00:06:813
91.542,97220,2018-08-16 23:00:06:816
91.542,97225,2018-08-16 23:00:06:821
91.542,97230,2018-08-16 23:00:06:826
91.542,97235,2018-08-16 23:00:06:831
91.542,97241,2018-08-16 23:00:06:837
96.426,97246,2018-08-16 23:00:06:842
96.426,97250,2018-08-16 23:00:06:846
96.426,97256,2018-08-16 23:00:06:852
96.426,97260,2018-08-16 23:00:06:856
96.426,97265,2018-08-16 23:00:06:861
96.426,97270,2018-08-16 23:00:06:866
96.426,97276,2018-08-16 23:00:06:872
96.426,97280,2018-08-16 23:00:06:876
96.426,97286,2018-08-16 23:00:06:882
96.426,97290,2018-08-16 23:00:06:886
96.426,97296,2018-08-16 23:00:06:892
96.426,97302,2018-08-16 23:00:06:898
96.426,97305,2018-08-16 23:00:06:901
96.426,97311,2018-08-16 23:00:06:907
96.426,97317,2018-08-16 23:00:06:913
96.426,97321,2018-08-16 23:00:06:917
96.426,97326,2018-08-16 23:00:06:922
96.426,97331,2018-08-16 23:00:06:927
96.426,97335,2018-08-16 23:00:06:931
96.426,97340,2018-08-16 23:00:06:936
96.426,97345,2018-08-16 23:00:06:941
96.426,97351,2018-08-16 23:00:06:947
96.426,97356,2018-08-16 23:00:06:952
96.426,97360,2018-08-16 23:00:06:956
96.426,97365,2018-08-16 23:00:06:961
96.426,97370,2018-08-16 23:00:06:966
96.426,97375,2018-08-16 23:00:06:971
96.426,97381,2018-08-16 23:00:06:977
96.426,97386,2018-08-16 23:00:06:982
96.426,97390,2018-08-16 23:00:06:986
96.426,97396,2018-08-16 23:00:06:992
96.426,97400,2018-08-16 23:00:06:996
96.426,97406,2018-08-16 23:00:07:002
96.426,97410,2018-08-16 23:00:07:006
96.426,97416,2018-08-16 23:00:07:012
96.426,97421,2018-08-16 23:00:07:017
96.426,97426,2018-08-16 23:00:07:022
96.426,97430,2018-08-16 23:00:07:026
96.426,97436,2018-08-16 23:00:07:032
96.426,97441,2018-08-16 23:00:07:037
96.426,97446,2018-08-16 23:00:07:042
96.426,97452,2018-08-16 23:00:07:048
96.426,97455,2018-08-16 23:00:07:051
96.426,97461,2018-08-16 23:00:07:057
96.426,97467,2018-08-16 23:00:07:063
96.426,97471,2018-08-16 23:00:07:067
96.426,97475,2018-08-16 23:00:07:071
96.426,97480,2018-08-16 23:00:07:076
96.426,97485,2018-08-16 23:00:07:081
96.426,97490,2018-08-16 23:00:07:086
96.426,97495,2018-08-16 23:00:07:091
96.426,97501,2018-08-16 23:00:07:097
96.426,97506,2018-08-16 23:00:07:102
96.426,97511,2018-08-16 23:00:07:107
96.426,97516,2018-08-16 23:00:07:112
96.426,97521,2018-08-16 23:00:07:117
96.426,97525,2018-08-16 23:00:07:121
96.426,97530,2018-08-16 23:00:07:126
96.426,97535,2018-08-16 23:00:07:131
96.426,97540,2018-08-16 23:00:07:136
96.426,97545,2018-08-16 23:00:07:141
96.426,97551,2018-08-16 23:00:07:147
96.426,97556,2018-08-16 23:00:07:152
96.426,97561,2018-08-16 23:00:07:157
96.426,97566,2018-08-16 23:00:07:162
96.426,97570,2018-08-16 23:00:07:166
98.996,97575,2018-08-16 23:00:07:171
98.996,97581,2018-08-16 23:00:07:177
98.996,97585,2018-08-16 23:00:07:181
98.996,97590,2018-08-16 23:00:07:186
98.996,97595,2018-08-16 23:00:07:191
98.996,97600,2018-08-16 23:00:07:196
98.996,97605,2018-08-16 23:00:07:201
98.996,97610,2018-08-16 23:00:07:206
98.996,97615,2018-08-16 23:00:07:211
98.996,97620,2018-08-16 23:00:07:216
98.996,97626,2018-08-16 23:00:07:222
98.996,97631,2018-08-16 23:00:07:227
98.996,97635,2018-08-16 23:00:07:231
98.996,97640,2018-08-16 23:00:07:236
98.996,97646,2018-08-16 23:00:07:242
98.996,97651,2018-08-16 23:00:07:247
98.996,97655,2018-08-16 23:00:07:251
98.996,97661,2018-08-16 23:00:07:257
98.996,97666,2018-08-16 23:00:07:262
98.996,97671,2018-08-16 23:00:07:267
98.996,97675,2018-08-16 23:00:07:271
98.996,97681,2018-08-16 23:00:07:277
98.996,97686,2018-08-16 23:00:07:282
98.996,97691,2018-08-16 23:00:07:287
98.996,97696,2018-08-16 23:00:07:292
98.996,97701,2018-08-16 23:00:07:297
98.996,97705,2018-08-16 23:00:07:301
98.996,97710,2018-08-16 23:00:07:306
98.996,97716,2018-08-16 23:00:07:312
98.996,97721,2018-08-16 23:00:07:317
98.996,97725,2018-08-16 23:00:07:321
98.996,97731,2018-08-16 23:00:07:327
98.996,97735,2018-08-16 23:00:07:331
98.996,97740,2018-08-16 23:00:07:336
98.996,97745,2018-08-16 23:00:07:341
98.996,97751,2018-08-16 23:00:07:347
98.996,97756,2018-08-16 23:00:07:352
98.996,97760,2018-08-16 23:00:07:356
98.996,97766,2018-08-16 23:00:07:362
98.996,97771,2018-08-16 23:00:07:367
98.996,97775,2018-08-16 23:00:07:371
98.996,97780,2018-08-16 23:00:07:376
98.996,97785,2018-08-16 23:00:07:381
98.996,97790,2018-08-16 23:00:07:386
98.996,97795,2018-08-16 23:00:07:391
98.996,97802,2018-08-16 23:00:07:398
98.996,97806,2018-08-16 23:00:07:402
98.996,97810,2018-08-16 23:00:07:406
98.996,97815,2018-08-16 23:00:07:411
98.996,97820,2018-08-16 23:00:07:416
98.996,97825,2018-08-16 23:00:07:421
98.996,97830,2018-08-16 23:00:07:426
98.996,97835,2018-08-16 23:00:07:431
98.996,97841,2018-08-16 23:00:07:437
98.996,97846,2018-08-16 23:00:07:442
98.996,97851,2018-08-16 23:00:07:447
98.996,97856,2018-08-16 23:00:07:452
98.996,97861,2018-08-16 23:00:07:457
98.996,97866,2018-08-16 23:00:07:462
98.996,97870,2018-08-16 23:00:07:466
98.996,97875,2018-08-16 23:00:07:471
98.996,97880,2018-08-16 23:00:07:476
98.996,97885,2018-08-16 23:00:07:481
98.996,97890,2018-08-16 23:00:07:486
92.524,97896,2018-08-16 23:00:07:492
92.524,97901,2018-08-16 23:00:07:497
92.524,97905,2018-08-16 23:00:07:501
92.524,97910,2018-08-16 23:00:07:506
92.524,97916,2018-08-16 23:00:07:512
92.524,97920,2018-08-16 23:00:07:516
92.524,97925,2018-08-16 23:00:07:521
92.524,97931,2018-08-16 23:00:07:527
92.524,97936,2018-08-16 23:00:07:532
92.524,97941,2018-08-16 23:00:07:537
92.524,97946,2018-08-16 23:00:07:542
92.524,97950,2018-08-16 23:00:07:546
92.524,97956,2018-08-16 23:00:07:552
92.524,97961,2018-08-16 23:00:07:557
92.524,97966,2018-08-16 23:00:07:562
92.524,97970,2018-08-16 23:00:07:566
92.524,97976,2018-08-16 23:00:07:572
92.524,97981,2018-08-16 23:00:07:577
92.524,97985,2018-08-16 23:00:07:581
92.524,97990,2018-08-16 23:00:07:586
92.524,97996,2018-08-16 23:00:07:592
92.524,98001,2018-08-16 23:00:07:597
92.524,98005,2018-08-16 23:00:07:601
92.524,98010,2018-08-16 23:00:07:606
92.524,98016,2018-08-16 23:00:07:612
92.524,98021,2018-08-16 23:00:07:617
92.524,98026,2018-08-16 23:00:07:622
92.524,98031,2018-08-16 23:00:07:627
92.524,98036,2018-08-16 23:00:07:632
92.524,98040,2018-08-16 23:00:07:636
92.524,98046,2018-08-16 23:00:07:642
92.524,98050,2018-08-16 23:00:07:646
92.524,98055,2018-08-16 23:00:07:651
92.524,98061,2018-08-16 23:00:07:657
92.524,98065,2018-08-16 23:00:07:661
92.524,98071,2018-08-16 23:00:07:667
92.524,98076,2018-08-16 23:00:07:672
92.524,98081,2018-08-16 23:00:07:677
92.524,98085,2018-08-16 23:00:07:681
92.524,98091,2018-08-16 23:00:07:687
92.524,98096,2018-08-16 23:00:07:692
92.524,98101,2018-08-16 23:00:07:697
92.524,98106,2018-08-16 23:00:07:702
92.524,98111,2018-08-16 23:00:07:707
92.524,98116,2018-08-16 23:00:07:712
92.524,98122,2018-08-16 23:00:07:718
92.524,98125,2018-08-16 23:00:07:721
92.524,98131,2018-08-16 23:00:07:727
92.524,98136,2018-08-16 23:00:07:732
92.524,98141,2018-08-16 23:00:07:737
92.524,98146,2018-08-16 23:00:07:742
92.524,98151,2018-08-16 23:00:07:747
92.524,98155,2018-08-16 23:00:07:751
92.524,98161,2018-08-16 23:00:07:757
92.524,98165,2018-08-16 23:00:07:761
92.524,98171,2018-08-16 23:00:07:767
92.524,98176,2018-08-16 23:00:07:772
92.524,98181,2018-08-16 23:00:07:777
92.524,98185,2018-08-16 23:00:07:781
92.524,98191,2018-08-16 23:00:07:787
92.524,98196,2018-08-16 23:00:07:792
92.524,98201,2018-08-16 23:00:07:797
92.524,98205,2018-08-16 23:00:07:801
92.524,98210,2018-08-16 23:00:07:806
92.524,98216,2018-08-16 23:00:07:812
92.524,98220,2018-08-16 23:00:07:816
95.71,98225,2018-08-16 23:00:07:821
95.71,98231,2018-08-16 23:00:07:827
95.71,98235,2018-08-16 23:00:07:831
95.71,98241,2018-08-16 23:00:07:837
95.71,98246,2018-08-16 23:00:07:842
95.71,98251,2018-08-16 23:00:07:847
95.71,98256,2018-08-16 23:00:07:852
95.71,98261,2018-08-16 23:00:07:857
95.71,98265,2018-08-16 23:00:07:861
95.71,98272,2018-08-16 23:00:07:868
95.71,98276,2018-08-16 23:00:07:872
95.71,98281,2018-08-16 23:00:07:877
95.71,98286,2018-08-16 23:00:07:882
95.71,98291,2018-08-16 23:00:07:887
95.71,98296,2018-08-16 23:00:07:892
95.71,98301,2018-08-16 23:00:07:897
95.71,98305,2018-08-16 23:00:07:901
95.71,98311,2018-08-16 23:00:07:907
95.71,98316,2018-08-16 23:00:07:912
95.71,98321,2018-08-16 23:00:07:917
95.71,98326,2018-08-16 23:00:07:922
95.71,98331,2018-08-16 23:00:07:927
95.71,98336,2018-08-16 23:00:07:932
95.71,98341,2018-08-16 23:00:07:937
95.71,98345,2018-08-16 23:00:07:941
95.71,98350,2018-08-16 23:00:07:946
95.71,98356,2018-08-16 23:00:07:952
95.71,98361,2018-08-16 23:00:07:957
95.71,98366,2018-08-16 23:00:07:962
95.71,98371,2018-08-16 23:00:07:967
95.71,98375,2018-08-16 23:00:07:971
95.71,98381,2018-08-16 23:00:07:977
95.71,98386,2018-08-16 23:00:07:982
95.71,98391,2018-08-16 23:00:07:987
95.71,98396,2018-08-16 23:00:07:992
95.71,98401,2018-08-16 23:00:07:997
95.71,98405,2018-08-16 23:00:08:001
95.71,98411,2018-08-16 23:00:08:007
95.71,98416,2018-08-16 23:00:08:012
95.71,98421,2018-08-16 23:00:08:017
95.71,98426,2018-08-16 23:00:08:022
95.71,98431,2018-08-16 23:00:08:027
95.71,98436,2018-08-16 23:00:08:032
95.71,98441,2018-08-16 23:00:08:037
95.71,98445,2018-08-16 23:00:08:041
95.71,98450,2018-08-16 23:00:08:046
95.71,98456,2018-08-16 23:00:08:052
95.71,98461,2018-08-16 23:00:08:057
95.71,98466,2018-08-16 23:00:08:062
95.71,98471,2018-08-16 23:00:08:067
95.71,98476,2018-08-16 23:00:08:072
95.71,98481,2018-08-16 23:00:08:077
95.71,98485,2018-08-16 23:00:08:081
95.71,98491,2018-08-16 23:00:08:087
95.71,98496,2018-08-16 23:00:08:092
95.71,98501,2018-08-16 23:00:08:097
95.71,98506,2018-08-16 23:00:08:102
95.71,98511,2018-08-16 23:00:08:107
95.71,98516,2018-08-16 23:00:08:112
95.71,98521,2018-08-16 23:00:08:117
95.71,98526,2018-08-16 23:00:08:122
95.71,98531,2018-08-16 23:00:08:127
95.71,98537,2018-08-16 23:00:08:133
95.71,98541,2018-08-16 23:00:08:137
92.659,98546,2018-08-16 23:00:08:142
92.659,98551,2018-08-16 23:00:08:147
92.659,98556,2018-08-16 23:00:08:152
92.659,98561,2018-08-16 23:00:08:157
92.659,98566,2018-08-16 23:00:08:162
92.659,98570,2018-08-16 23:00:08:166
92.659,98575,2018-08-16 23:00:08:171
92.659,98581,2018-08-16 23:00:08:177
92.659,98585,2018-08-16 23:00:08:181
92.659,98591,2018-08-16 23:00:08:187
92.659,98596,2018-08-16 23:00:08:192
92.659,98601,2018-08-16 23:00:08:197
92.659,98605,2018-08-16 23:00:08:201
92.659,98611,2018-08-16 23:00:08:207
92.659,98617,2018-08-16 23:00:08:213
92.659,98621,2018-08-16 23:00:08:217
92.659,98626,2018-08-16 23:00:08:222
92.659,98631,2018-08-16 23:00:08:227
92.659,98636,2018-08-16 23:00:08:232
92.659,98641,2018-08-16 23:00:08:237
92.659,98645,2018-08-16 23:00:08:241
92.659,98651,2018-08-16 23:00:08:247
92.659,98656,2018-08-16 23:00:08:252
92.659,98661,2018-08-16 23:00:08:257
92.659,98666,2018-08-16 23:00:08:262
92.659,98671,2018-08-16 23:00:08:267
92.659,98676,2018-08-16 23:00:08:272
92.659,98681,2018-08-16 23:00:08:277
92.659,98686,2018-08-16 23:00:08:282
92.659,98691,2018-08-16 23:00:08:287
92.659,98696,2018-08-16 23:00:08:292
92.659,98701,2018-08-16 23:00:08:297
92.659,98706,2018-08-16 23:00:08:302
92.659,98711,2018-08-16 23:00:08:307
92.659,98716,2018-08-16 23:00:08:312
92.659,98721,2018-08-16 23:00:08:317
92.659,98726,2018-08-16 23:00:08:322
92.659,98731,2018-08-16 23:00:08:327
92.659,98735,2018-08-16 23:00:08:331
92.659,98741,2018-08-16 23:00:08:337
92.659,98746,2018-08-16 23:00:08:342
92.659,98751,2018-08-16 23:00:08:347
92.659,98755,2018-08-16 23:00:08:351
92.659,98760,2018-08-16 23:00:08:356
92.659,98766,2018-08-16 23:00:08:362
92.659,98772,2018-08-16 23:00:08:368
92.659,98776,2018-08-16 23:00:08:372
92.659,98781,2018-08-16 23:00:08:377
92.659,98786,2018-08-16 23:00:08:382
92.659,98791,2018-08-16 23:00:08:387
92.659,98796,2018-08-16 23:00:08:392
92.659,98801,2018-08-16 23:00:08:397
92.659,98806,2018-08-16 23:00:08:402
92.659,98811,2018-08-16 23:00:08:407
92.659,98815,2018-08-16 23:00:08:411
92.659,98821,2018-08-16 23:00:08:417
92.659,98826,2018-08-16 23:00:08:422
92.659,98831,2018-08-16 23:00:08:427
92.659,98836,2018-08-16 23:00:08:432
92.659,98841,2018-08-16 23:00:08:437
92.659,98846,2018-08-16 23:00:08:442
92.659,98851,2018-08-16 23:00:08:447
92.659,98856,2018-08-16 23:00:08:452
92.659,98861,2018-08-16 23:00:08:457
92.659,98866,2018-08-16 23:00:08:462
92.659,98871,2018-08-16 23:00:08:467
92.246,98875,2018-08-16 23:00:08:471
92.246,98880,2018-08-16 23:00:08:476
92.246,98886,2018-08-16 23:00:08:482
92.246,98891,2018-08-16 23:00:08:487
92.246,98896,2018-08-16 23:00:08:492
92.246,98901,2018-08-16 23:00:08:497
92.246,98906,2018-08-16 23:00:08:502
92.246,98911,2018-08-16 23:00:08:507
92.246,98916,2018-08-16 23:00:08:512
92.246,98921,2018-08-16 23:00:08:517
92.246,98926,2018-08-16 23:00:08:522
92.246,98931,2018-08-16 23:00:08:527
92.246,98935,2018-08-16 23:00:08:531
92.246,98941,2018-08-16 23:00:08:537
92.246,98946,2018-08-16 23:00:08:542
92.246,98951,2018-08-16 23:00:08:547
92.246,98956,2018-08-16 23:00:08:552
92.246,98961,2018-08-16 23:00:08:557
92.246,98966,2018-08-16 23:00:08:562
92.246,98971,2018-08-16 23:00:08:567
92.246,98976,2018-08-16 23:00:08:572
92.246,98981,2018-08-16 23:00:08:577
92.246,98985,2018-08-16 23:00:08:581
92.246,98991,2018-08-16 23:00:08:587
92.246,98995,2018-08-16 23:00:08:591
92.246,99001,2018-08-16 23:00:08:597
92.246,99006,2018-08-16 23:00:08:602
92.246,99011,2018-08-16 23:00:08:607
92.246,99016,2018-08-16 23:00:08:612
92.246,99020,2018-08-16 23:00:08:616
92.246,99026,2018-08-16 23:00:08:622
92.246,99031,2018-08-16 23:00:08:627
92.246,99036,2018-08-16 23:00:08:632
92.246,99041,2018-08-16 23:00:08:637
92.246,99046,2018-08-16 23:00:08:642
92.246,99051,2018-08-16 23:00:08:647
92.246,99055,2018-08-16 23:00:08:651
92.246,99061,2018-08-16 23:00:08:657
92.246,99066,2018-08-16 23:00:08:662
92.246,99071,2018-08-16 23:00:08:667
92.246,99076,2018-08-16 23:00:08:672
92.246,99081,2018-08-16 23:00:08:677
92.246,99086,2018-08-16 23:00:08:682
92.246,99091,2018-08-16 23:00:08:687
92.246,99095,2018-08-16 23:00:08:691
92.246,99101,2018-08-16 23:00:08:697
92.246,99106,2018-08-16 23:00:08:702
92.246,99111,2018-08-16 23:00:08:707
92.246,99116,2018-08-16 23:00:08:712
92.246,99121,2018-08-16 23:00:08:717
92.246,99126,2018-08-16 23:00:08:722
92.246,99131,2018-08-16 23:00:08:727
92.246,99136,2018-08-16 23:00:08:732
92.246,99141,2018-08-16 23:00:08:737
92.246,99146,2018-08-16 23:00:08:742
92.246,99151,2018-08-16 23:00:08:747
92.246,99155,2018-08-16 23:00:08:751
