ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUNDLEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-1.261,-0.4738,9.8504,-1.2386,-0.468,9.7169,0.0026,0.0055,-0.0062,0.0003,-0.0005,0.0007,30,-29.62,-40.59,-40.96,140.71,2.74,7.27,5,26.019,,,,NaN,,,,0 / 0,3032006,2018-08-11 09:28:58:944
-1.2694,-0.4845,9.8516,-1.2399,-0.4721,9.7165,-0.0026,-0.0067,-0.0031,-0.001,-0.0005,-0.0005,30,-28.89,-39.71,-40.36,140.94,2.76,7.27,5,24.936,,,,NaN,,,,0 / 0,3032506,2018-08-11 09:28:59:444
-1.267,-0.4774,9.8432,-1.2413,-0.4739,9.7162,0.0057,0.0017,0.0047,0.0003,0.0007,-0.0005,30,-29.21,-38.84,-39.16,140.33,2.77,7.29,5,25.106,,,,NaN,,,,0 / 0,3033007,2018-08-11 09:28:59:945
-1.2527,-0.4726,9.8588,-1.2415,-0.4702,9.7164,0.0066,0.0062,0.0034,-0.001,0.0007,-0.0005,30,-28.88,-39.11,-40.35,140.25,2.75,7.29,5,27.602,,,,NaN,,,,0 / 0,3033507,2018-08-11 09:29:00:445
-1.2598,-0.4702,9.8564,-1.2469,-0.4747,9.7155,-0.0053,-0.0104,0.0056,-0.001,0.0007,-0.0005,30,-28.9,-40.32,-39.78,140.92,2.77,7.31,5,27.442,,,,NaN,,,,0 / 0,3034006,2018-08-11 09:29:00:944
-1.2335,-0.4845,9.8743,-1.243,-0.4734,9.716,-0.005,0.0033,0.0022,-0.001,-0.0005,-0.0005,30,-29.25,-39.7,-40.95,140.86,2.77,7.29,5,22.911,,,,NaN,,,,0 / 0,3034506,2018-08-11 09:29:01:444
-1.2527,-0.4917,9.8647,-1.243,-0.473,9.716,0.0026,-0.0092,-0.0019,0.0003,-0.0005,-0.0005,30,-28.89,-39.71,-40.36,140.93,2.76,7.29,5,25.265,,,,NaN,,,,0 / 0,3035007,2018-08-11 09:29:01:945
-1.2586,-0.4774,9.842,-1.2382,-0.4733,9.7167,-0.0046,-0.001,-0.0014,0.0003,-0.0005,-0.0005,30,-29.6,-40.01,-39.77,140.13,2.77,7.26,5,20.061,,,,NaN,,,,0 / 0,3035507,2018-08-11 09:29:02:445
-1.2515,-0.4881,9.8516,-1.24,-0.4745,9.7164,0.0058,-0.0068,-0.0015,-0.001,0.0007,-0.0005,30,-28.54,-39.71,-40.36,140.94,2.77,7.28,5,19.484,,,,NaN,,,,0 / 0,3036007,2018-08-11 09:29:02:945
-1.2491,-0.4714,9.8588,-1.2459,-0.4742,9.7156,0.0022,0.0054,0.0026,-0.001,0.0007,-0.0005,30,-28.37,-40.01,-40.66,141.69,2.77,7.31,5,25.976,,,,NaN,,,,0 / 0,3036506,2018-08-11 09:29:03:444
-1.2551,-0.4738,9.8552,-1.2432,-0.4743,9.716,0.0015,-0.0023,-0.003,-0.001,0.0007,-0.0005,30,-28.9,-40.02,-39.77,140.93,2.77,7.29,5,27.457,,,,NaN,,,,0 / 0,3037007,2018-08-11 09:29:03:945
-1.2658,-0.4845,9.8552,-1.2429,-0.4753,9.716,-0.0048,-0.012,-0.0006,0.0003,-0.0005,-0.0005,30,-29.43,-39.69,-41.24,140.86,2.76,7.29,5,26.012,,,,NaN,,,,0 / 0,3037507,2018-08-11 09:29:04:445
-1.2778,-0.4762,9.848,-1.2452,-0.4728,9.7158,-0.0117,0.0028,-0.0038,0.0003,0.0007,-0.0005,30,-28.71,-39.41,-40.65,140.18,2.77,7.29,5,27.966,,,,NaN,,,,0 / 0,3038007,2018-08-11 09:29:04:945
-1.2646,-0.4786,9.8516,-1.2461,-0.4766,9.7155,-0.0133,0.0001,0.0012,0.0003,0.0007,-0.0005,30,-28.69,-38.82,-40.05,140.26,2.79,7.3,5,24.991,,,,NaN,,,,0 / 0,3038507,2018-08-11 09:29:05:445
-1.2634,-0.4845,9.8492,-1.245,-0.4751,9.7157,-0.0012,-0.0081,0.001,0.0003,-0.0005,-0.0005,30,-28.88,-39.41,-40.35,140.25,2.78,7.3,5,19.683,,,,NaN,,,,0 / 0,3039007,2018-08-11 09:29:05:945
-1.2754,-0.4857,9.8444,-1.2419,-0.4737,9.7162,-0.0098,-0.0037,-0.007,0.0003,-0.0005,-0.0005,30,-27.98,-39.14,-39.47,141.17,2.77,7.28,5,19.599,,,,NaN,,,,0 / 0,3039507,2018-08-11 09:29:06:445
-1.2443,-0.469,9.8564,-1.2466,-0.4747,9.7155,0.0058,0.0136,0.0072,-0.001,0.0007,-0.0005,30,-28.9,-40,-40.95,140.85,2.77,7.31,5,21.779,,,,NaN,,,,0 / 0,3040007,2018-08-11 09:29:06:945
-1.2515,-0.4726,9.8624,-1.2428,-0.4724,9.7161,0.0151,-0.0064,0.0148,0.0003,0.0007,-0.0017,30,-28.35,-39.11,-40.65,141.01,2.76,7.3,5,24.683,,,,NaN,,,,0 / 0,3040506,2018-08-11 09:29:07:444
-1.2491,-0.4798,9.8612,-1.2452,-0.474,9.7157,-0.0009,-0.0071,0.0016,0.0003,-0.0005,-0.0017,30,-29.42,-40.03,-38.89,140.17,2.76,7.31,5,19.081,,,,NaN,,,,0 / 0,3041007,2018-08-11 09:29:07:945
-1.2586,-0.4833,9.8564,-1.2417,-0.47,9.7164,-0.0005,-0.0067,-0.0044,0.0003,-0.0005,-0.0005,30,-29.24,-39.41,-40.35,140.25,2.74,7.28,5,21.678,,,,NaN,,,,0 / 0,3041507,2018-08-11 09:29:08:445
-1.2431,-0.4606,9.86,-1.2469,-0.4724,9.7156,-0.0025,-0.0001,-0.0072,-0.001,-0.0005,0.0007,30,-28.51,-39.13,-39.76,140.24,2.76,7.31,5,22.251,,,,NaN,,,,0 / 0,3042006,2018-08-11 09:29:08:944
-1.2598,-0.4666,9.854,-1.2435,-0.4715,9.7161,0.0006,0.0112,0.0034,0.0003,0.0007,-0.0005,30,-28.89,-39.72,-39.77,140.93,2.76,7.29,5,24.434,,,,NaN,,,,0 / 0,3042507,2018-08-11 09:29:09:445
-1.2527,-0.4857,9.8636,-1.2408,-0.474,9.7163,0.0053,0.0044,0.0029,-0.001,0.0007,-0.0005,30,-29.08,-40.31,-40.07,140.94,2.77,7.28,5,22.962,,,,NaN,,,,0 / 0,3043007,2018-08-11 09:29:09:945
-1.2826,-0.4821,9.8432,-1.2405,-0.475,9.7163,-0.0101,0.0033,-0.0108,-0.001,0.0007,-0.0005,30,-28.21,-39.98,-42.14,141.63,2.78,7.28,5,22.516,,,,NaN,,,,0 / 0,3043506,2018-08-11 09:29:10:444
-1.2551,-0.4881,9.86,-1.2432,-0.4759,9.7159,0.0008,-0.0054,0.0029,-0.001,0.0007,-0.0005,30,-29.96,-40.3,-40.36,140.12,2.78,7.29,5,24.706,,,,NaN,,,,0 / 0,3044007,2018-08-11 09:29:10:945
-1.267,-0.4762,9.8456,-1.2456,-0.4745,9.7156,-0.004,0.0041,-0.0065,-0.001,0.0007,0.0007,30,-28.34,-39.12,-40.06,141.09,2.77,7.3,5,21.136,,,,NaN,,,,0 / 0,3044506,2018-08-11 09:29:11:444
-1.2622,-0.4726,9.8492,-1.2504,-0.4734,9.7151,-0.0058,-0.001,0.0031,0.0003,0.0007,-0.0005,30,-28.53,-39.4,-40.95,140.16,2.77,7.33,5,21.042,,,,NaN,,,,0 / 0,3045007,2018-08-11 09:29:11:945
-1.2754,-0.4893,9.854,-1.2489,-0.4719,9.7153,0.0031,0.0046,0.0055,0.0003,-0.0005,-0.0005,30,-29.08,-40,-40.66,140.84,2.76,7.33,5,21.684,,,,NaN,,,,0 / 0,3045506,2018-08-11 09:29:12:444
-1.2742,-0.4798,9.8468,-1.2475,-0.4747,9.7154,-0.0083,0.0003,-0.0015,0.0003,0.0007,-0.0005,30,-28.87,-39.13,-39.76,140.24,2.78,7.31,5,23.634,,,,NaN,,,,0 / 0,3046007,2018-08-11 09:29:12:945
-1.2491,-0.4869,9.8612,-1.2421,-0.471,9.7163,-0.004,0.0023,-0.0072,-0.001,-0.0005,-0.0005,30,-29.08,-40.3,-40.66,140.86,2.75,7.28,5,20.851,,,,NaN,,,,0 / 0,3046507,2018-08-11 09:29:13:445
-1.2323,-0.4857,9.8647,-1.2385,-0.4753,9.7165,0.0051,-0.0093,0.0072,-0.001,-0.0005,-0.0005,30,-29.05,-39.12,-40.05,140.27,2.78,7.26,5,24.288,,,,NaN,,,,0 / 0,3047006,2018-08-11 09:29:13:944
-1.2586,-0.4606,9.8528,-1.2421,-0.4687,9.7164,-0.004,0.0061,0.0027,0.0003,0.0007,-0.0005,30,-28.19,-40.04,-39.19,141.84,2.74,7.28,5,23.631,,,,NaN,,,,0 / 0,3047507,2018-08-11 09:29:14:445
-1.2754,-0.4786,9.8408,-1.2392,-0.473,9.7165,-0.0142,-0.0037,-0.0086,0.0003,0.0007,-0.0005,30,-28.88,-39.41,-40.35,140.27,2.76,7.26,5,22.404,,,,NaN,,,,0 / 0,3048007,2018-08-11 09:29:14:945
-1.2682,-0.4821,9.8552,-1.2433,-0.4725,9.716,0.0049,-0.0019,0.0087,0.0003,0.0007,-0.0005,30,-28.89,-39.4,-40.94,140.17,2.76,7.3,5,22.733,,,,NaN,,,,0 / 0,3048507,2018-08-11 09:29:15:445
-1.2634,-0.4845,9.8528,-1.2458,-0.4719,9.7157,0.0011,0.0023,0.001,0.0003,-0.0005,-0.0005,30,-28.88,-39.41,-40.35,140.24,2.76,7.31,5,21.768,,,,NaN,,,,0 / 0,3049006,2018-08-11 09:29:15:944
-1.2574,-0.469,9.866,-1.2445,-0.4709,9.716,0.0005,-0.0048,0.0019,0.0003,-0.0005,-0.0005,30,-28.54,-39.69,-41.54,140.77,2.75,7.3,5,28.347,,,,NaN,,,,0 / 0,3049507,2018-08-11 09:29:16:445
-1.2622,-0.4618,9.86,-1.2466,-0.4706,9.7157,-0.0053,0.0041,-0.0028,0.0003,-0.0005,-0.0005,30,-29.07,-39.7,-40.65,140.84,2.75,7.31,5,26.104,,,,NaN,,,,0 / 0,3050006,2018-08-11 09:29:16:944
-1.2658,-0.4917,9.8504,-1.246,-0.474,9.7156,-0.0017,-0.011,0.004,0.0003,0.0007,-0.0005,30,-29.42,-40.03,-38.89,141,2.76,7.31,5,23.508,,,,NaN,,,,0 / 0,3050507,2018-08-11 09:29:17:445
-1.273,-0.4809,9.8528,-1.25,-0.476,9.715,-0.0044,-0.0007,0.0063,0.0003,-0.0005,-0.0005,30,-28.53,-39.41,-40.35,140.24,2.78,7.33,5,26.387,,,,NaN,,,,0 / 0,3051007,2018-08-11 09:29:17:945
-1.2551,-0.4726,9.8181,-1.2487,-0.4752,9.7152,-0.0002,0.0041,0.0044,-0.001,-0.0005,-0.0005,30,-28.89,-39.71,-40.36,140.92,2.78,7.32,5,27.341,,,,NaN,,,,0 / 0,3051508,2018-08-11 09:29:18:446
-1.2682,-0.4786,9.8396,-1.2463,-0.4724,9.7157,-0.0065,0.0006,-0.0023,0.0003,-0.0005,-0.0005,30,-28.52,-38.8,-41.53,140.1,2.76,7.31,5,22.729,,,,NaN,,,,0 / 0,3052006,2018-08-11 09:29:18:944
-1.2706,-0.4821,9.8468,-1.2461,-0.4734,9.7156,-0.0055,-0.0049,-0.0047,0.0003,-0.0005,-0.0005,30,-28.73,-40,-40.66,140.85,2.76,7.31,5,24.652,,,,NaN,,,,0 / 0,3052507,2018-08-11 09:29:19:445
-1.2646,-0.4833,9.8492,-1.2433,-0.4735,9.716,-0.0022,0.007,-0.0009,0.0003,0.0007,-0.0005,30,-29.43,-40,-40.66,140.86,2.77,7.29,5,27.285,,,,NaN,,,,0 / 0,3053006,2018-08-11 09:29:19:944
-1.2479,-0.475,9.8576,-1.243,-0.4724,9.7161,-0.0059,-0.0019,-0.0074,0.0003,-0.0005,-0.0005,30,-29.06,-39.73,-39.47,141,2.76,7.29,5,28.255,,,,NaN,,,,0 / 0,3053507,2018-08-11 09:29:20:445
-1.2658,-0.4774,9.848,-1.2474,-0.4731,9.7155,0.0012,0.0029,0.0042,0.0003,0.0007,-0.0005,30,-29.44,-39.99,-41.25,140.85,2.77,7.32,5,38.158,,,,NaN,,,,0 / 0,3054007,2018-08-11 09:29:20:945
-1.2706,-0.4845,9.8432,-1.2423,-0.473,9.7161,0.0056,0.0108,-0.001,-0.001,0.0007,-0.0005,30,-28.73,-40,-40.66,140.86,2.76,7.29,5,31.864,,,,NaN,,,,0 / 0,3054507,2018-08-11 09:29:21:445
-1.267,-0.4905,9.848,-1.2466,-0.4744,9.7155,-0.0033,-0.0087,-0.0015,-0.001,-0.0005,-0.0005,30,-28.88,-39.41,-40.35,140.24,2.76,7.31,5,28.201,,,,NaN,,,,0 / 0,3055006,2018-08-11 09:29:21:944
-1.2646,-0.4702,9.8432,-1.2458,-0.4727,9.7157,0.0118,0.0073,0.0025,0.0003,-0.0005,-0.0005,30,-28.53,-39.72,-39.77,140.92,2.77,7.32,5,22.631,,,,NaN,,,,0 / 0,3055507,2018-08-11 09:29:22:445
-1.267,-0.4845,9.848,-1.2459,-0.4727,9.7157,-0.0088,-0.0001,-0.0109,0.0003,0.0007,-0.0017,30,-29.09,-40.61,-40.08,141.59,2.76,7.3,5,22.626,,,,NaN,,,,0 / 0,3056007,2018-08-11 09:29:22:945
-1.2467,-0.4881,9.8468,-1.25,-0.4724,9.7152,-0.0031,0.0041,0.0015,0.0003,-0.0005,-0.0005,30,-28.88,-39.1,-40.94,140.16,2.77,7.33,5,23.75,,,,NaN,,,,0 / 0,3056507,2018-08-11 09:29:23:445
-1.2551,-0.4774,9.8695,-1.2483,-0.4744,9.7153,0.0075,0.0001,0.0209,0.0003,0.0007,-0.0005,30,-28.88,-39.42,-39.76,140.23,2.77,7.33,5,24.463,,,,NaN,,,,0 / 0,3057006,2018-08-11 09:29:23:944
-1.267,-0.4809,9.848,-1.2489,-0.4741,9.7152,0.0035,0.0076,-0.007,0.0003,0.0007,-0.0005,30,-27.64,-39.12,-40.65,141,2.78,7.33,5,23.61,,,,NaN,,,,0 / 0,3057507,2018-08-11 09:29:24:445
-1.267,-0.4821,9.8289,-1.2496,-0.4757,9.7151,0.0019,-0.0064,-0.0046,-0.001,0.0007,-0.0005,30,-28,-39.4,-41.24,141,2.78,7.33,5,26.643,,,,NaN,,,,0 / 0,3058007,2018-08-11 09:29:24:945
-1.2634,-0.4833,9.8492,-1.25,-0.4727,9.7152,-0.0022,0.0013,0.0079,0.0003,0.0007,-0.0005,30,-27.98,-38.83,-40.05,141.07,2.76,7.33,5,24.225,,,,NaN,,,,0 / 0,3058506,2018-08-11 09:29:25:444
-1.2766,-0.4738,9.8432,-1.2446,-0.4742,9.7158,0.0068,-0.0121,0.0045,0.0003,-0.0005,-0.0005,30,-28.72,-39.4,-41.24,140.18,2.77,7.3,5,26.005,,,,NaN,,,,0 / 0,3059007,2018-08-11 09:29:25:945
-1.267,-0.4845,9.8301,-1.2468,-0.4744,9.7155,-0.0028,-0.002,-0.0017,-0.001,0.0007,-0.0005,30,-28.18,-39.42,-40.36,141.08,2.77,7.31,5,23.196,,,,NaN,,,,0 / 0,3059507,2018-08-11 09:29:26:445
-1.2694,-0.4833,9.8372,-1.242,-0.4737,9.7161,0.0067,0.0076,0.0046,-0.001,0.0007,-0.0005,30,-28.52,-39.43,-39.77,140.25,2.78,7.29,5,27.289,,,,NaN,,,,0 / 0,3060007,2018-08-11 09:29:26:945
-1.2598,-0.4833,9.8456,-1.2417,-0.4723,9.7162,-0.0048,-0.007,-0.0061,0.0003,-0.0005,0.0007,30,-29.25,-40.02,-39.77,140.93,2.76,7.28,5,21.8,,,,NaN,,,,0 / 0,3060507,2018-08-11 09:29:27:445
-1.2634,-0.4774,9.8492,-1.2464,-0.4739,9.7156,0.0021,0.0029,-0.0152,0.0003,-0.0005,-0.0005,30,-28.54,-39.7,-40.95,140.85,2.77,7.31,5,22.138,,,,NaN,,,,0 / 0,3061007,2018-08-11 09:29:27:945
-1.2622,-0.4893,9.8396,-1.2446,-0.472,9.7159,-0.001,-0.0106,-0.0085,0.0003,-0.0005,-0.0005,30,-29.62,-40.59,-40.96,140.7,2.75,7.3,5,19.973,,,,NaN,,,,0 / 0,3061507,2018-08-11 09:29:28:445
-1.2778,-0.4857,9.8492,-1.2374,-0.4725,9.7168,0.0015,-0.0041,0.0043,0.0003,0.0007,-0.0005,30,-28.9,-40.01,-40.36,140.95,2.76,7.26,5,21.596,,,,NaN,,,,0 / 0,3062007,2018-08-11 09:29:28:945
-1.2515,-0.4774,9.86,-1.2449,-0.475,9.7157,-0.0048,0.005,-0.0133,0.0003,0.0007,-0.0005,30,-28.75,-40.6,-40.67,141.52,2.78,7.3,5,20.755,,,,NaN,,,,0 / 0,3062507,2018-08-11 09:29:29:445
-1.267,-0.4762,9.8396,-1.2494,-0.4729,9.7152,0.0036,0.004,-0.0087,0.0003,0.0007,-0.0005,30,-29.08,-40.32,-39.48,140.99,2.77,7.33,5,24.957,,,,NaN,,,,0 / 0,3063007,2018-08-11 09:29:29:945
-1.2826,-0.4774,9.8492,-1.2456,-0.4701,9.7159,-0.0162,-0.0013,-0.0007,0.0003,0.0007,-0.0005,30,-29.07,-39.7,-40.65,140.85,2.75,7.29,5,24.681,,,,NaN,,,,0 / 0,3063507,2018-08-11 09:29:30:445
-1.2694,-0.475,9.8432,-1.2413,-0.4697,9.7164,-0.0074,0.0075,-0.0066,-0.001,-0.0005,-0.0005,30,-29.61,-40.3,-40.37,140.12,2.75,7.28,5,22.332,,,,NaN,,,,0 / 0,3064007,2018-08-11 09:29:30:945
-1.2562,-0.4762,9.842,-1.2417,-0.4731,9.7162,-0.0122,-0.0028,-0.0053,0.0003,0.0007,-0.0005,30,-28.89,-39.71,-40.36,140.94,2.77,7.28,5,23.543,,,,NaN,,,,0 / 0,3064506,2018-08-11 09:29:31:444
-1.2538,-0.4762,9.86,-1.2448,-0.4759,9.7157,-0.0022,0.0025,0.0032,0.0003,0.0007,-0.0017,30,-29.43,-40.32,-39.48,141.01,2.78,7.3,5,21.835,,,,NaN,,,,0 / 0,3065006,2018-08-11 09:29:31:944
-1.2503,-0.4857,9.8647,-1.2423,-0.4707,9.7163,-0.0066,0.0036,-0.0126,-0.001,-0.0005,-0.0005,30,-28.54,-40.02,-39.78,140.94,2.75,7.27,5,23.591,,,,NaN,,,,0 / 0,3065508,2018-08-11 09:29:32:446
-1.2562,-0.475,9.8516,-1.2451,-0.4728,9.7158,-0.0062,-0.0016,-0.0037,0.0003,-0.0005,-0.0005,30,-28.54,-39.71,-40.36,140.93,2.76,7.3,5,23.552,,,,NaN,,,,0 / 0,3066007,2018-08-11 09:29:32:945
-1.2527,-0.4833,9.8695,-1.2422,-0.473,9.7162,0.0047,-0.0007,0.0059,-0.001,-0.0005,-0.0005,30,-28.54,-40.01,-40.37,140.93,2.76,7.29,5,25.227,,,,NaN,,,,0 / 0,3066507,2018-08-11 09:29:33:445
-1.2646,-0.4881,9.8552,-1.2458,-0.4747,9.7156,-0.0041,-0.0046,-0.0049,0.0003,-0.0005,-0.0005,30,-29.25,-39.7,-40.95,140.85,2.77,7.31,5,26.377,,,,NaN,,,,0 / 0,3067008,2018-08-11 09:29:33:946
-1.2634,-0.4809,9.8588,-1.2434,-0.4761,9.7159,-0.0005,0.0021,0.0012,0.0003,-0.0005,-0.0005,30,-28.9,-39.69,-41.54,140.79,2.78,7.29,5,26.839,,,,NaN,,,,0 / 0,3067507,2018-08-11 09:29:34:445
-1.2479,-0.4833,9.8624,-1.2384,-0.4736,9.7166,0.0081,-0.0022,0.004,0.0003,-0.0005,-0.0005,30,-29.24,-39.4,-40.94,140.19,2.77,7.27,5,23.371,,,,NaN,,,,0 / 0,3068007,2018-08-11 09:29:34:945
-1.2562,-0.4738,9.842,-1.2425,-0.4734,9.7161,0.0161,-0.0014,0.0016,0.0003,0.0007,-0.0005,30,-28.34,-38.81,-40.64,141.01,2.77,7.3,5,27.998,,,,NaN,,,,0 / 0,3068507,2018-08-11 09:29:35:445
-1.267,-0.475,9.8468,-1.2451,-0.4738,9.7157,-0.0065,-0.0053,-0.0094,0.0003,0.0007,-0.0005,30,-28.54,-40.03,-39.18,141,2.77,7.3,5,23.785,,,,NaN,,,,0 / 0,3069007,2018-08-11 09:29:35:945
-1.2682,-0.4738,9.8372,-1.2462,-0.4726,9.7157,0.0001,0.0029,-0.0035,0.0003,0.0007,-0.0005,30,-28.92,-40.58,-41.56,141.44,2.76,7.31,5,26.629,,,,NaN,,,,0 / 0,3069507,2018-08-11 09:29:36:445
-1.2527,-0.4786,9.8564,-1.2449,-0.4719,9.7159,-0.0018,0.0054,0.0053,0.0003,0.0007,-0.0005,30,-28.73,-40,-40.66,140.85,2.76,7.3,5,27.102,,,,NaN,,,,0 / 0,3070006,2018-08-11 09:29:36:944
-1.2598,-0.4929,9.854,-1.2427,-0.4743,9.716,0.0034,-0.0053,0.0075,0.0003,0.0007,-0.0005,30,-28.51,-38.81,-40.93,140.18,2.77,7.29,5,30.2,,,,NaN,,,,0 / 0,3070507,2018-08-11 09:29:37:445
-1.2718,-0.4869,9.8516,-1.2433,-0.4728,9.716,0.0002,-0.0004,-0.0051,0.0003,0.0007,-0.0005,30,-28.19,-39.39,-41.54,140.94,2.76,7.29,5,24.585,,,,NaN,,,,0 / 0,3071007,2018-08-11 09:29:37:945
-1.2682,-0.4845,9.8396,-1.2469,-0.4759,9.7154,-0.0038,0.0018,-0.0131,0.0003,-0.0005,-0.0005,30,-27.44,-38.84,-39.76,141.95,2.78,7.31,5,25.131,,,,NaN,,,,0 / 0,3071507,2018-08-11 09:29:38:445
-1.2706,-0.4881,9.848,-1.2457,-0.4763,9.7155,-0.0069,0.0006,0.0143,-0.001,0.0007,-0.0005,30,-28.56,-40.3,-40.96,140.86,2.78,7.3,5,26.942,,,,NaN,,,,0 / 0,3072007,2018-08-11 09:29:38:945
-1.2742,-0.4845,9.8408,-1.2457,-0.474,9.7157,-0.0006,0.0038,-0.0011,0.0003,-0.0005,-0.0005,30,-29.41,-39.74,-38.88,141,2.77,7.31,5,29.236,,,,NaN,,,,0 / 0,3072507,2018-08-11 09:29:39:445
-1.2718,-0.4798,9.8552,-1.2499,-0.4744,9.7151,-0.0039,-0.0005,-0.0067,0.0003,0.0007,-0.0005,30,-29.06,-39.73,-39.47,140.99,2.77,7.33,5,28.329,,,,NaN,,,,0 / 0,3073006,2018-08-11 09:29:39:944
-1.261,-0.4798,9.8504,-1.247,-0.4756,9.7154,-0.0029,0.0017,-0.0026,0.0003,-0.0018,-0.0017,30,-29.08,-39.99,-41.25,140.85,2.78,7.31,5,21.124,,,,NaN,,,,0 / 0,3073507,2018-08-11 09:29:40:445
-1.2634,-0.4857,9.8313,-1.2494,-0.4721,9.7153,0.0043,-0.0055,-0.0087,0.0003,-0.0005,-0.0005,30,-29.09,-40.6,-40.67,141.49,2.76,7.33,5,21.465,,,,NaN,,,,0 / 0,3074006,2018-08-11 09:29:40:944
-1.267,-0.4786,9.8336,-1.2498,-0.4718,9.7152,-0.0008,-0.0006,0.0006,0.0003,0.0007,-0.0005,30,-28.37,-40.01,-40.66,141.67,2.76,7.33,5,26.749,,,,NaN,,,,0 / 0,3074506,2018-08-11 09:29:41:444
-1.273,-0.4786,9.8372,-1.2465,-0.4713,9.7157,-0.0114,0.0025,-0.0024,0.0003,0.0007,-0.0005,30,-29.26,-40.63,-39.19,141.66,2.76,7.3,5,25.424,,,,NaN,,,,0 / 0,3075009,2018-08-11 09:29:41:947
-1.2598,-0.4774,9.8372,-1.2486,-0.473,9.7153,-0.0008,-0.0088,-0.0014,0.0003,-0.0005,-0.0005,30,-29.08,-40.31,-40.07,140.91,2.75,7.32,5,26.744,,,,NaN,,,,0 / 0,3075507,2018-08-11 09:29:42:445
-1.2754,-0.4762,9.8408,-1.2449,-0.4743,9.7157,-0.0101,0.0072,-0.0014,-0.001,-0.0005,-0.0005,30,-29.08,-40.31,-40.07,140.93,2.77,7.3,5,24.601,,,,NaN,,,,0 / 0,3076007,2018-08-11 09:29:42:945
-1.2491,-0.4833,9.8564,-1.2466,-0.4731,9.7156,-0.0086,0.0097,-0.0002,0.0003,0.0007,-0.0005,30,-29.6,-39.69,-40.95,140.04,2.77,7.3,5,23.341,,,,NaN,,,,0 / 0,3076507,2018-08-11 09:29:43:445
-1.279,-0.4941,9.8468,-1.2465,-0.4766,9.7154,0.0012,-0.0024,0.0006,-0.001,-0.0005,-0.0005,30,-28.38,-39.99,-41.25,141.69,2.79,7.31,5,23.3,,,,NaN,,,,0 / 0,3077007,2018-08-11 09:29:43:945
-1.2646,-0.4798,9.8468,-1.2448,-0.475,9.7157,-0.0056,0.0012,-0.004,0.0003,-0.0005,-0.0005,30,-27.84,-39.7,-41.55,141.62,2.78,7.3,5,23.028,,,,NaN,,,,0 / 0,3077507,2018-08-11 09:29:44:445
-1.2395,-0.4786,9.866,-1.247,-0.4712,9.7156,-0.0011,-0.0042,-0.0061,0.0003,-0.0005,-0.0005,30,-28.19,-39.39,-41.54,140.92,2.75,7.31,5,28.252,,,,NaN,,,,0 / 0,3078007,2018-08-11 09:29:44:945
-1.261,-0.4786,9.8624,-1.2467,-0.4735,9.7155,0.0032,0.0015,0.0092,0.0015,0.0007,-0.0005,30,-29.05,-39.11,-40.64,140.17,2.77,7.31,5,24.62,,,,NaN,,,,0 / 0,3078507,2018-08-11 09:29:45:445
-1.2718,-0.4786,9.8528,-1.2444,-0.4725,9.7159,0.0065,0.0012,0.0026,0.0003,-0.0005,-0.0005,30,-28.89,-39.71,-40.36,140.93,2.76,7.3,5,23.368,,,,NaN,,,,0 / 0,3079007,2018-08-11 09:29:45:945
-1.2562,-0.4762,9.8552,-1.2493,-0.4741,9.7152,0.0057,-0.0021,0.0045,0.0003,0.0007,-0.0005,30,-28.88,-39.41,-40.35,140.23,2.77,7.33,5,22.354,,,,NaN,,,,0 / 0,3079507,2018-08-11 09:29:46:445
-1.2694,-0.4857,9.8336,-1.245,-0.4689,9.716,-0.0086,0.0076,-0.0005,0.0003,-0.0005,-0.0005,30,-29.07,-40.01,-40.07,140.93,2.75,7.29,5,23.803,,,,NaN,,,,0 / 0,3080008,2018-08-11 09:29:46:946
-1.261,-0.4917,9.8528,-1.2448,-0.4721,9.7159,-0.0009,-0.0096,-0.002,-0.001,0.0007,0.0007,30,-28.72,-39.4,-41.24,140.17,2.75,7.3,5,23.572,,,,NaN,,,,0 / 0,3080507,2018-08-11 09:29:47:445
-1.2658,-0.4821,9.854,-1.2403,-0.4713,9.7165,-0.0012,0.0143,0.0137,-0.001,0.0007,-0.0017,30,-29.26,-40.33,-39.19,141.01,2.76,7.27,5,25.53,,,,NaN,,,,0 / 0,3081008,2018-08-11 09:29:47:946
-1.2718,-0.4941,9.8408,-1.2422,-0.4741,9.7161,-0.0046,-0.0051,-0.0058,0.0003,-0.0005,-0.0005,30,-28.17,-39.44,-39.18,141.17,2.77,7.29,5,24.465,,,,NaN,,,,0 / 0,3081507,2018-08-11 09:29:48:445
