ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-0.15256,3.25604,8.96207,-0.16408,3.74924,9.06017,0.33285,0.13771,-0.34221,-0.25734,0.01878,-0.09448,4704,31.31,-24.397,-3.766,236.752,-23.299,0.834,5,46.0954,,,,NaN,,,,0 / 0,18,2018-08-09 08:42:57:902
-0.63411,3.02574,8.2849,-0.49851,3.00846,9.32046,-0.29072,0.02579,-0.4776,-0.27403,0.12263,-0.03748,6592,32.184,-23.431,-7.593,239.037,-17.865,3.062,5,59.7998,,,,NaN,,,,0 / 0,519,2018-08-09 08:42:58:403
0.02272,2.18108,9.86894,-0.6709,2.46734,9.46745,-0.09449,0.12434,0.09726,-0.3567,0.08049,0.0126,7860,33.812,-22.258,-7.286,240.716,-15.213,4.447,5,47.8153,,,,NaN,,,,0 / 0,1018,2018-08-09 08:42:58:902
1.54097,3.45525,9.63445,0.79724,1.88279,9.59114,-0.16473,1.03258,-0.51196,-0.43326,0.21121,0.70003,8096,28.337,-26.854,-13.835,230.961,-13.325,-5.278,5,58.2847,,,,NaN,,,,0 / 0,1518,2018-08-09 08:42:59:402
2.61057,-0.77347,16.77821,0.23115,1.51364,9.68637,-0.08516,-0.07779,-1.01943,-0.84335,-0.46114,-0.27957,11160,24.367,-30.45,-11.516,221.324,-10.568,0.033,5,52.4803,,,,NaN,,,,0 / 0,2018,2018-08-09 08:42:59:902
-3.50969,1.76173,8.19815,-2.35422,2.37818,9.21804,-0.59325,-0.41422,-1.0651,-0.34814,0.2108,0.08652,7864,35.364,-18.785,-2.505,244.773,-14.035,14.327,5,53.6175,,,,NaN,,,,0 / 0,2518,2018-08-09 08:43:00:402
-3.48277,2.76851,7.84102,-1.27034,1.99401,9.51738,0.39963,0.96141,-1.42077,0.19002,-0.42876,0.29259,8460,35.71,-17.822,-6.033,246.581,-12.938,8.222,5,59.0388,,,,NaN,,,,0 / 0,3018,2018-08-09 08:43:00:902
0.33678,2.20441,10.55867,0.15567,2.32273,9.52634,-0.64413,-0.017,-0.41976,-0.36546,-0.35506,-0.11261,7424,35.522,-16.49,-12.801,250.805,-13.701,-0.936,5,58.979,,,,NaN,,,,0 / 0,3518,2018-08-09 08:43:01:402
1.82631,3.08437,6.90782,1.42138,3.42181,9.07972,0.52215,-0.32488,-0.05726,0.35759,0.11205,0.06636,5832,32.605,-19.748,-12.843,245.134,-20.422,-8.897,5,58.2392,,,,NaN,,,,0 / 0,4019,2018-08-09 08:43:01:903
2.25642,3.12265,7.49167,1.88753,4.19417,8.66121,0.73767,-0.69716,0.13395,0.25659,0.44028,0.02402,3220,28.018,-26.315,-10.869,233.81,-24.825,-13.177,5,57.7674,,,,NaN,,,,0 / 0,4519,2018-08-09 08:43:02:403
1.68155,1.98187,8.43504,1.36628,3.219,9.16197,0.83995,-0.65275,-0.67755,-0.21478,0.53925,0.22151,5980,24.005,-31.403,-8.577,222.583,-20.348,-9.786,5,62.2954,,,,NaN,,,,0 / 0,5018,2018-08-09 08:43:02:902
0.48633,2.85944,7.32837,0.84633,2.69502,9.39101,0.05392,-0.35415,-1.56821,0.96744,0.22261,0.1922,9800,18.799,-34.338,-8.896,212.379,-14.196,-5.729,5,62.5411,,,,NaN,,,,0 / 0,5518,2018-08-09 08:43:03:402
1.55473,3.07181,11.35967,-0.12179,1.41057,9.70391,-2.32905,0.34347,-2.05319,0.32521,-0.97304,0.41353,10408,18.979,-33.714,-10.362,210.396,-8.27,0.719,5,60.2141,,,,NaN,,,,0 / 0,6018,2018-08-09 08:43:03:902
-1.24487,-1.18922,4.88469,-1.27906,1.80144,9.55454,0.42332,-1.49677,-2.99771,-2.03658,1.03343,1.94456,12224,6.696,-38.181,-5.943,190.264,-14.379,5.734,5,59.4724,,,,NaN,,,,0 / 0,6518,2018-08-09 08:43:04:402
-1.29213,-0.43967,12.56027,0.0179,0.33009,9.80108,-0.35643,0.20216,0.49618,-0.20256,0.01227,0.57072,15976,-5.203,-38.248,-12.669,172.449,-1.929,-0.105,5,56.1821,,,,NaN,,,,0 / 0,7019,2018-08-09 08:43:04:903
0.21953,0.48456,6.63205,1.0439,0.95527,9.70403,0.4201,-0.90528,-0.79013,-0.08162,-0.75842,-1.52982,15352,-22.504,-32.834,-8.041,144.888,-5.335,-3.351,5,53.9876,,,,NaN,,,,0 / 0,7518,2018-08-09 08:43:05:402
0.54317,-2.74934,10.98998,-0.77622,-1.41689,9.67266,0.60952,0.3423,-0.21617,0.65163,1.12933,0.00548,17300,-11.508,-34.798,-18.477,160.132,8.307,4.588,5,44.7383,,,,NaN,,,,0 / 0,8018,2018-08-09 08:43:05:902
0.9631,0.12265,8.57442,-1.326,0.00118,9.71659,2.33634,-0.02463,-1.11672,-0.02827,0.09067,0.72609,17184,-18.156,-33.636,-14.282,149.886,-0.095,7.677,5,53.9513,,,,NaN,,,,0 / 0,8518,2018-08-09 08:43:06:402
-2.94797,1.22095,4.76805,-0.08274,3.16619,9.2811,0.34988,-3.63822,2.44238,1.55692,-1.04309,-2.1427,13956,-11.658,-39.052,0.052,162.531,-12.591,1.302,5,50.853,,,,NaN,,,,0 / 0,9019,2018-08-09 08:43:06:903
-1.40102,2.43411,6.28569,0.37844,4.43141,8.74013,0.65446,-1.83571,-1.39777,0.49442,-0.81747,0.13988,10244,-1.672,-37.46,5.931,176.175,-26.575,-3.742,5,44.4108,,,,NaN,,,,0 / 0,9519,2018-08-09 08:43:07:403
1.0959,2.07938,6.68051,0.76977,2.71534,9.39174,1.99354,-0.53715,2.42248,0.48463,-0.50635,-0.51028,12520,-3.918,-40.305,-0.015,174.079,-15.306,-2.1,5,44.2431,,,,NaN,,,,0 / 0,10019,2018-08-09 08:43:07:903
0.32242,2.46523,9.08948,-1.10825,3.42835,9.12078,-1.00793,0.02603,0.71785,0.09227,-0.31575,1.34875,11344,-8.632,-39.474,5.048,167.837,-20.463,6.928,5,42.079,,,,NaN,,,,0 / 0,10519,2018-08-09 08:43:08:403
0.16211,3.13043,9.7146,-0.73744,3.26585,9.21742,1.53446,0.71304,1.71193,-0.85516,0.23564,-0.08247,11800,-6.111,-37.682,3.885,171.241,-19.775,3.597,5,43.5481,,,,NaN,,,,0 / 0,11018,2018-08-09 08:43:08:902
1.15813,3.32843,12.83724,0.14496,2.52791,9.47412,-0.36498,1.72453,1.36748,-0.29216,-0.71606,0.12419,12700,2.02,-37.459,4.433,183.237,-16.715,0.985,5,49.2941,,,,NaN,,,,0 / 0,11518,2018-08-09 08:43:09:402
-1.34538,2.12663,12.82048,-1.07939,1.33112,9.65575,-1.16295,-0.2598,5.57645,0.65549,-0.26016,-0.52739,11512,-0.943,-35.927,3.592,179.131,-7.801,6.378,5,54.8695,,,,NaN,,,,0 / 0,12019,2018-08-09 08:43:09:903
-2.01776,2.06921,12.48729,-0.62268,1.2625,9.70509,0.34675,0.96627,1.49735,-0.66132,-0.3013,-1.04927,14592,7.387,-34.459,1.503,191.846,-7.397,3.671,5,54.1443,,,,NaN,,,,0 / 0,12518,2018-08-09 08:43:10:402
0.50668,2.28876,12.10623,1.75915,1.71118,9.49461,-2.56958,0.08467,0.39383,-0.71854,-1.26625,-0.55995,12752,16.791,-32.391,-1.17,208.237,-11.171,-7.466,5,43.5524,,,,NaN,,,,0 / 0,13018,2018-08-09 08:43:10:902
-2.01776,3.62932,9.31201,0.27338,2.39046,9.50691,-2.48235,0.98078,-2.82826,-0.09036,0.3851,0.0004,11864,18.413,-32.492,3.247,209.313,-14.109,-1.647,5,40.7123,,,,NaN,,,,0 / 0,13518,2018-08-09 08:43:11:402
-1.16353,1.56372,8.00613,0.61393,4.13494,8.87106,-0.16381,-2.1984,-1.33997,0.43436,0.74713,0.67906,8168,-8.447,-35.492,14.569,166.588,-24.939,-3.959,5,43.3763,,,,NaN,,,,0 / 0,14019,2018-08-09 08:43:11:903
2.33299,1.70909,9.73135,-0.60125,2.55469,9.44894,2.12038,-1.03123,0.99062,-0.32982,-1.06059,0.09569,12780,-21.758,-35.536,7.262,150.332,-16.721,5.954,5,48.4935,,,,NaN,,,,0 / 0,14519,2018-08-09 08:43:12:403
-1.5392,1.85684,9.34552,-0.07746,2.79384,9.39994,-0.60212,0.21435,1.93166,0.72797,0.51909,1.52815,13676,-27.016,-33.693,6.735,142.536,-15.258,2.006,5,49.1771,,,,NaN,,,,0 / 0,15018,2018-08-09 08:43:12:902
0.67836,2.70749,9.7834,-0.91144,4.16392,8.83185,1.13258,-1.88671,3.36154,-0.30742,0.10858,-0.22664,10952,-33.253,-29.756,6.253,134.055,-23.878,5.748,5,52.101,,,,NaN,,,,0 / 0,15519,2018-08-09 08:43:13:403
-2.1398,2.93541,7.93555,-1.07292,2.77376,9.34481,-0.4255,-0.74458,5.20546,0.673,-0.03334,0.40152,13412,-23.451,-39.418,8.087,151.496,-16.43,6.55,5,46.2473,,,,NaN,,,,0 / 0,16019,2018-08-09 08:43:13:903
-0.1011,1.32744,13.52458,-0.97811,2.3958,9.45906,0.29567,-0.67886,4.58991,-0.10626,0.1151,0.09142,12260,-20.512,-40.855,4.204,153.617,-16.314,6.554,5,51.0156,,,,NaN,,,,0 / 0,16519,2018-08-09 08:43:14:403
-0.18365,0.01138,11.62587,-0.41363,1.83773,9.62404,-0.71309,1.94807,2.3741,-0.41412,-0.80505,0.16695,14396,-18.199,-38.994,-0.204,154.936,-10.801,2.461,5,52.9683,,,,NaN,,,,0 / 0,17018,2018-08-09 08:43:14:902
2.25165,1.62953,13.2805,0.5527,1.77653,9.62854,0.06155,-0.23722,4.38202,-0.15553,-0.33183,0.08469,14260,-21.817,-35.69,0.171,148.013,-10.546,-3.113,5,52.2239,,,,NaN,,,,0 / 0,17519,2018-08-09 08:43:15:403
-1.34657,2.08894,12.88988,0.34556,1.82416,9.6293,-0.45418,0.5293,4.81688,-0.34529,1.53535,0.65727,12428,-23.544,-33.53,-2.733,143.854,-10.72,-2.055,5,50.8571,,,,NaN,,,,0 / 0,18018,2018-08-09 08:43:15:902
0.94576,1.99503,9.8815,0.09756,1.93024,9.61432,0.69269,0.05616,1.45456,-0.11276,-0.7578,-0.36266,13892,-29.794,-29.614,-2.034,134.01,-11.352,-0.581,5,49.5721,,,,NaN,,,,0 / 0,18519,2018-08-09 08:43:16:403
0.40976,2.52744,12.21391,-0.00548,1.51416,9.68905,-1.30785,-0.22615,0.97109,0.0369,-0.11275,0.31723,13728,-25.137,-33.511,-3.018,142.957,-8.972,1.397,5,52.8931,,,,NaN,,,,0 / 0,19018,2018-08-09 08:43:16:902
0.01555,1.63611,10.5144,0.131,2.76179,9.40881,0.31326,-1.07597,-0.21138,0.01958,-0.32736,-0.02789,12020,-28.134,-27.893,0.645,133.676,-18.157,-1.112,5,52.3936,,,,NaN,,,,0 / 0,19518,2018-08-09 08:43:17:402
-2.15176,1.6714,11.26575,0.0098,1.34291,9.71426,0.23767,0.27866,0.15851,-0.33185,0.53903,0.10037,12920,-24.055,-32.613,-3.598,143.142,-8.767,-0.292,5,44.0291,,,,NaN,,,,0 / 0,20019,2018-08-09 08:43:17:903
-0.93143,1.77011,8.89207,0.58923,1.74111,9.63285,-0.52409,-0.15002,-0.09175,0.48241,-0.24998,-0.26859,12432,-22.978,-32.669,-1.242,144.458,-10.227,-3.5,5,52.5335,,,,NaN,,,,0 / 0,20519,2018-08-09 08:43:18:403
-0.41457,2.03929,8.63724,0.11079,2.14298,9.569,-0.69112,-0.42755,-4.10015,-0.3736,-0.74091,-0.1851,11552,-18.838,-36.913,0.427,152.233,-13.434,1.191,5,52.1122,,,,NaN,,,,0 / 0,21018,2018-08-09 08:43:18:902
-1.46562,2.29533,7.84103,0.36164,2.74244,9.40844,-2.31705,-1.34889,-3.03707,0.12241,-0.06897,-0.35899,11020,-19.032,-37.526,1.303,152.457,-16.675,-2.21,5,51.428,,,,NaN,,,,0 / 0,21519,2018-08-09 08:43:19:403
-0.00958,2.75175,7.26256,-0.21417,2.16514,9.56225,0.30474,-0.5352,-2.65101,-0.12823,0.02347,-0.21219,11436,-16.745,-37.204,-0.771,154.668,-12.755,1.283,5,61.5675,,,,NaN,,,,0 / 0,22018,2018-08-09 08:43:19:902
-0.11905,0.80521,3.1786,-0.07888,3.57598,9.13108,2.36061,-2.3632,-4.23209,-0.25468,1.23195,-0.43718,9280,-18.983,-35.736,1.335,150.776,-21.386,0.495,5,57.4157,,,,NaN,,,,0 / 0,22518,2018-08-09 08:43:20:402
-1.13123,0.94159,5.6797,-1.39035,1.75131,9.54831,2.78255,-0.37776,-2.56879,-0.63972,0.34926,-0.08633,12888,-24.255,-32.855,-6.259,142.263,-11.612,7.483,5,52.343,,,,NaN,,,,0 / 0,23018,2018-08-09 08:43:20:902
0.06639,1.07619,8.78679,0.35844,2.04737,9.58385,-0.59068,-0.76598,-0.69053,0.2067,-1.0213,0.36243,11156,-29.663,-31.4,-2.362,135.081,-10.693,-0.085,5,54.2487,,,,NaN,,,,0 / 0,23518,2018-08-09 08:43:21:402
0.60059,1.31368,9.2157,-0.60239,2.31338,9.51082,1.19551,0.18229,0.00082,-0.08914,-0.47804,-0.70392,10432,-23.518,-32.956,-1.541,143.002,-13.645,3.624,5,50.6694,,,,NaN,,,,0 / 0,24018,2018-08-09 08:43:21:902
1.20418,1.80121,8.74132,-0.65474,2.44752,9.47372,1.66772,0.72762,-1.58877,0.33173,-0.36787,-0.24516,12160,-27.203,-32.039,-1.207,139.497,-12.481,5.416,5,45.4428,,,,NaN,,,,0 / 0,24518,2018-08-09 08:43:22:402
0.22731,0.6377,18.52797,0.47429,0.9199,9.75188,-1.6398,1.25262,-0.62284,-3.97096,-0.18747,0.76926,10664,-30.174,-30.482,-3.229,134.643,-5.382,-2.784,5,49.6534,,,,NaN,,,,0 / 0,25018,2018-08-09 08:43:22:902
-0.72325,0.29134,10.76744,1.47073,0.29619,9.69121,0.13125,-2.60521,-2.4218,0.13138,0.51175,-0.58379,14116,-35.582,-22.757,0.487,122.571,-3.03,-10.269,5,52.0342,,,,NaN,,,,0 / 0,25519,2018-08-09 08:43:23:403
-4.16113,-1.44048,8.67253,-2.24179,0.30388,9.54214,0.2274,-4.04716,0.55574,-0.81158,1.87703,0.49823,15564,-34.256,-20.894,-18.387,119.069,-1.776,13.221,5,47.2581,,,,NaN,,,,0 / 0,26019,2018-08-09 08:43:23:903
-5.06264,1.20779,8.34592,-1.71927,-0.67984,9.6308,-3.91652,-1.50804,0.27832,1.11893,-1.68857,-1.61432,17252,-33.107,-25.168,-14.041,125.489,6.603,15.739,5,46.7269,,,,NaN,,,,0 / 0,26519,2018-08-09 08:43:24:403
-2.1033,3.73581,7.98579,-0.69075,2.00612,9.57438,2.42132,-2.15884,2.69653,2.08856,0.66406,-1.46262,12924,-20.793,-37.524,1.904,151.248,-11.804,4.126,5,53.8431,,,,NaN,,,,0 / 0,27019,2018-08-09 08:43:24:903
-3.17888,2.86363,8.01689,-1.08422,2.32534,9.46508,-2.64684,-1.04481,1.69455,-0.66254,0.19003,0.61838,10648,-18.002,-38.417,0.691,154.603,-13.752,5.383,5,58.3526,,,,NaN,,,,0 / 0,27518,2018-08-09 08:43:25:402
0.34636,2.84209,11.03963,-1.44781,3.60726,9.00344,3.00603,-0.45776,0.40384,-0.60941,0.57263,-0.22623,9572,-29.063,-30.313,2.675,136.368,-24.232,6.311,5,47.7943,,,,NaN,,,,0 / 0,28018,2018-08-09 08:43:25:902
-0.66701,3.6395,7.24042,-0.57832,3.42945,9.16923,-2.45661,-0.19529,2.1237,0.32909,0.20531,0.37463,11404,-15.314,-38.861,6.868,159.715,-20.469,3.609,5,51.0086,,,,NaN,,,,0 / 0,28518,2018-08-09 08:43:26:402
-2.68297,2.4724,12.65299,-2.84595,3.25816,8.80087,-1.32475,-0.16192,-1.31908,-0.46707,-0.60184,-0.00653,9632,-15.489,-37.888,3.049,161.071,-21.007,19.557,5,48.0912,,,,NaN,,,,0 / 0,29019,2018-08-09 08:43:26:903
-5.29054,4.84847,11.57742,-2.55361,2.92359,9.00567,-0.78359,2.58706,1.21197,-0.05534,-0.09889,0.31274,11124,-12.029,-39.978,1.81,164.378,-18.181,15.069,5,55.0034,,,,NaN,,,,0 / 0,29518,2018-08-09 08:43:27:402
-0.8716,5.5741,10.4193,-1.7363,4.52748,8.52394,-1.18803,0.0993,1.59992,-0.56827,0.57935,-0.06232,8620,-17.722,-36.469,7.518,156.68,-27.495,11.513,5,42.6426,,,,NaN,,,,0 / 0,30019,2018-08-09 08:43:27:903
-1.88736,6.38287,9.70264,-1.13587,4.66223,8.55242,-1.73997,0.53349,0.38109,0.13687,-0.60794,0.20667,9908,-6.784,-38.44,12.143,172.278,-28.386,7.565,5,44.8909,,,,NaN,,,,0 / 0,30518,2018-08-09 08:43:28:402
-1.06303,4.68396,10.16745,-1.75622,4.76988,8.38656,-0.0155,-0.51041,-2.85587,-0.44365,0.26436,0.20767,9044,-18.025,-34.976,7.547,155.886,-29.704,11.12,5,48.9083,,,,NaN,,,,0 / 0,31019,2018-08-09 08:43:28:903
-2.4413,4.80899,10.94333,-0.40898,3.58639,9.11817,-1.73758,0.36624,0.91541,-0.05717,-0.75313,-0.51659,9236,-9.663,-38.907,6.836,166.072,-21.451,2.568,5,55.5499,,,,NaN,,,,0 / 0,31519,2018-08-09 08:43:29:403
-3.42953,3.24887,7.27632,-1.7531,4.32322,8.62594,0.25186,-1.26226,-3.06284,-0.04314,-0.46399,-0.12198,9436,-13.857,-37.083,6.894,161.789,-26.158,11.488,5,56.5187,,,,NaN,,,,0 / 0,32019,2018-08-09 08:43:29:903
-1.95854,1.99982,9.26894,-0.32944,3.09083,9.301,-0.13641,-0.58354,-1.6305,0.29344,-0.74925,-0.10997,10952,-10.266,-40.625,3.56,166.256,-18.372,2.029,5,59.0211,,,,NaN,,,,0 / 0,32518,2018-08-09 08:43:30:402
-0.68675,2.99524,6.02188,0.08502,2.86361,9.37885,-0.30752,-0.94935,-3.31807,0.31767,-0.42041,-0.05336,9760,-16.911,-37.865,2.466,155.37,-15.848,-0.143,5,59.1448,,,,NaN,,,,0 / 0,33019,2018-08-09 08:43:30:903
-0.00539,1.25026,6.39038,-0.39357,1.82577,9.62715,0.10242,-0.83353,-2.47462,-0.31332,0.29266,-0.34372,11600,-17.513,-38.951,-2.571,154.445,-10.764,3.828,5,55.467,,,,NaN,,,,0 / 0,33519,2018-08-09 08:43:31:403
-0.43849,0.9039,4.44621,-0.22313,2.39233,9.50775,1.97187,-1.11831,-1.0757,1.09204,-0.23676,0.045,11156,-18.501,-36.891,-0.755,151.986,-14.12,1.344,5,51.6955,,,,NaN,,,,0 / 0,34019,2018-08-09 08:43:31:903
1.84546,0.38884,6.7469,-2.35076,1.07878,9.45941,3.66734,-0.8316,-0.73804,0.7186,-1.09583,-0.02261,12036,-21.692,-34.265,-11.32,144.306,-3.133,16.539,5,60.3652,,,,NaN,,,,0 / 0,34519,2018-08-09 08:43:32:403
-0.93501,0.40381,6.38559,-1.72117,0.75302,9.62501,-0.34575,-1.0434,3.2651,1.07535,0.77971,1.22435,12972,-21.535,-35.8,-9.282,146.796,-4.404,10.139,5,58.8166,,,,NaN,,,,0 / 0,35019,2018-08-09 08:43:32:903
1.77547,-0.27516,16.72917,-1.19248,2.19776,9.48252,3.10868,-0.4252,5.10386,-0.61876,0.45148,-0.99367,9552,-28.506,-34.087,-2.713,138.524,-13.227,4.858,5,47.0756,,,,NaN,,,,0 / 0,35520,2018-08-09 08:43:33:404
-5.96413,5.56093,13.88231,-1.69437,1.78295,9.49319,-1.833,3.37437,3.15681,-0.9527,2.08025,0.09589,10460,-11.252,-42.245,-4.439,164.267,-10.475,10.12,5,43.0968,,,,NaN,,,,0 / 0,36019,2018-08-09 08:43:33:903
1.25563,4.78984,10.14652,-0.61695,3.60441,9.09934,-0.89874,0.06249,-0.34923,-0.05556,-0.60103,-0.80247,8680,-13.235,-40.692,8.005,163.284,-21.564,3.879,5,45.241,,,,NaN,,,,0 / 0,36518,2018-08-09 08:43:34:402
-3.79384,4.13541,4.06335,-1.70982,4.38066,8.60562,-0.67644,-0.41612,-1.31938,0.55286,0.28023,-0.19507,10732,7.66,-40.343,12.025,194.167,-26.532,11.238,5,66.5038,,,,NaN,,,,0 / 0,37018,2018-08-09 08:43:34:902
-6.78307,0.58206,14.983,-2.46616,3.04952,8.98826,-4.04885,0.69216,-0.04762,-0.41759,0.49139,1.00749,11280,-13.809,-40.883,2.985,163.26,-19.29,18.238,5,68.4759,,,,NaN,,,,0 / 0,37519,2018-08-09 08:43:35:403
-1.31248,1.29094,15.45798,-2.77485,1.84609,9.22294,-2.44977,0.09854,2.85279,-1.09767,-0.4648,0.93399,11996,-26.109,-34.868,-9.239,140.941,-13.899,18.473,5,58.6386,,,,NaN,,,,0 / 0,38018,2018-08-09 08:43:35:902
-2.65007,3.19742,9.56984,-0.93027,2.78219,9.35758,-0.12532,-0.55498,-4.62195,-0.31679,-0.5096,-0.31989,10592,-28.159,-35.033,-0.371,140.951,-16.481,5.677,5,63.2039,,,,NaN,,,,0 / 0,38519,2018-08-09 08:43:36:403
-0.14777,1.83591,8.0157,-0.55671,2.99476,9.32158,0.23931,-1.70034,-2.34196,0.01123,0.29225,0.13966,11020,-33.824,-28.349,-4.054,127.167,-18.041,2.755,5,57.6492,,,,NaN,,,,0 / 0,39019,2018-08-09 08:43:36:903
0.84047,1.38725,7.10344,-0.08139,1.83001,9.63405,-0.65706,-1.26249,-0.63037,0.30852,-0.1834,-0.35471,12904,-31.647,-31.604,-6.195,133.819,-8.751,0.587,5,58.8953,,,,NaN,,,,0 / 0,39520,2018-08-09 08:43:37:404
-1.32384,0.68257,6.65958,-0.30141,1.95714,9.60464,0.80768,-0.47299,-3.74728,0.14624,-0.21965,-0.56097,12076,-32.977,-28.885,-7.318,129.352,-11.512,1.797,5,62.0273,,,,NaN,,,,0 / 0,40019,2018-08-09 08:43:37:903
1.35852,1.93581,7.93973,-1.57167,2.16232,9.43528,1.26142,-0.98033,2.59537,0.23643,-0.16141,-0.0898,11904,-33.45,-25.499,-12.274,123.638,-12.738,9.457,5,50.5318,,,,NaN,,,,0 / 0,40519,2018-08-09 08:43:38:403
0.71664,2.73203,6.13973,-0.64135,3.07951,9.28847,-0.47886,-1.30817,6.02379,1.2191,0.28471,1.27464,11140,-38.406,-27.37,-6.374,123.338,-14.399,3.109,5,62.5932,,,,NaN,,,,0 / 0,41019,2018-08-09 08:43:38:903
1.79521,1.99562,8.60074,-2.11247,2.83609,9.14683,2.9941,-0.29955,-0.58328,-0.03152,1.5549,-0.6015,10724,-37.103,-23.389,-11.92,118.504,-16.81,13.005,5,67.2685,,,,NaN,,,,0 / 0,41519,2018-08-09 08:43:39:403
-3.95117,2.59024,8.78619,0.66897,3.32173,9.20266,-0.01921,-0.03083,2.75579,0.40504,1.24071,-0.00877,11000,-29.044,-35.675,2.281,139.333,-19.799,-4.158,5,52.2777,,,,NaN,,,,0 / 0,42018,2018-08-09 08:43:39:902
8.07338,2.90192,12.70026,-1.90719,4.86529,8.29831,1.12996,1.35729,-0.35947,-0.52795,1.17088,1.10422,8716,-34.465,-25.946,-4.599,123.847,-32.204,11.532,5,61.4724,,,,NaN,,,,0 / 0,42518,2018-08-09 08:43:40:402
-0.0036,4.60919,13.39597,-0.50423,4.49403,8.70172,1.01531,1.86813,-0.70409,-0.98447,0.72963,0.75969,10080,-32.089,-31.178,2.38,132.646,-27.275,3.316,5,62.7352,,,,NaN,,,,0 / 0,43018,2018-08-09 08:43:40:902
2.63449,3.34219,12.93953,-0.14443,3.61242,9.11592,1.92258,0.31252,3.52494,-1.13127,0.27412,0.28098,9484,-37.384,-24.246,1.06,121.25,-25.478,1.217,5,61.9885,,,,NaN,,,,0 / 0,43519,2018-08-09 08:43:41:403
-1.9059,4.94119,11.33633,-0.18022,3.53813,9.14437,-1.62485,1.66548,2.07214,-0.48885,0.18779,0.01628,9128,-30.121,-29.672,0.92,133.182,-21.948,-0.217,5,54.1717,,,,NaN,,,,0 / 0,44018,2018-08-09 08:43:41:902
-0.93022,3.38824,12.27313,-0.12358,4.69425,8.60925,-0.35532,-0.93702,-2.85981,-0.58557,0.06236,-0.00124,9192,-36.194,-26.064,1.906,123.417,-29.497,0.415,5,60.709,,,,NaN,,,,0 / 0,44519,2018-08-09 08:43:42:403
-1.81557,2.84628,9.181,-0.21314,3.68897,9.08386,-0.41386,-0.82012,-1.66724,-0.05515,-0.15164,-0.37039,9788,-32.094,-30.2,-1.736,130.462,-22.097,1.344,5,56.9502,,,,NaN,,,,0 / 0,45019,2018-08-09 08:43:42:903
-0.42235,2.91507,5.63663,0.01668,4.28944,8.81878,0.04581,-1.73399,-3.52521,0.42357,-0.38478,-0.2307,9616,-31.683,-29.094,2.417,130.385,-25.373,0.591,5,54.4304,,,,NaN,,,,0 / 0,45520,2018-08-09 08:43:43:404
0.12981,3.46362,5.30524,0.13525,3.65437,9.09932,-0.21467,-0.09637,-3.9311,0.27287,-0.08769,-0.48462,9624,-23.506,-33.316,1.407,142.216,-21.801,-0.297,5,55.6538,,,,NaN,,,,0 / 0,46018,2018-08-09 08:43:43:902
-1.08157,1.51466,6.98499,0.34737,3.91813,8.9832,0.43746,-1.1966,0.54272,0.38651,0.22302,0.21358,9584,-23.106,-32.472,3.781,142.885,-23.549,-2.214,5,57.1584,,,,NaN,,,,0 / 0,46519,2018-08-09 08:43:44:403
0.40199,2.30969,8.62647,-0.1168,3.58645,9.12656,1.81962,0.29331,-2.54195,0.2173,-0.02295,-0.28101,8908,-22.63,-32.672,-1.245,142.871,-21.636,0.578,5,53.052,,,,NaN,,,,0 / 0,47019,2018-08-09 08:43:44:903
1.07257,3.78485,7.16624,0.4897,3.77939,9.03586,-0.64922,0.55325,-2.52057,1.24477,0.16478,0.755,8076,-25.032,-30.911,1.164,139.408,-21.691,0.007,5,56.5834,,,,NaN,,,,0 / 0,47519,2018-08-09 08:43:45:403
2.662,3.32544,7.98161,0.30282,3.37596,9.20226,2.68499,-0.12681,3.2502,-0.04475,0.12895,0.17549,6660,-26.328,-31.694,-3.864,138.53,-16.744,-1.644,5,56.8774,,,,NaN,,,,0 / 0,48019,2018-08-09 08:43:45:903
0.68793,2.85106,15.56445,0.77367,3.32551,9.19309,-0.27842,2.46233,1.86055,-0.53445,-0.30943,-0.15353,6404,-21.147,-36.888,0.146,148.547,-19.822,-4.811,5,58.3536,,,,NaN,,,,0 / 0,48519,2018-08-09 08:43:46:403
3.86021,5.88635,9.66675,0.38746,4.07522,8.91139,-0.63135,0.20456,1.25564,-0.43306,0.03142,0.06412,6600,-20.7,-34.244,1.964,145.914,-26.006,-1.978,5,49.1077,,,,NaN,,,,0 / 0,49019,2018-08-09 08:43:46:903
-3.04549,3.89972,11.77004,-0.19805,3.3246,9.22378,-3.5857,-0.18214,2.77509,-0.35344,0.23198,-0.3199,5080,-3.349,-38.812,-0.287,175.329,-19.817,1.23,5,56.7157,,,,NaN,,,,0 / 0,49519,2018-08-09 08:43:47:403
