ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-5.73082,6.27161,5.50803,-1.86542,8.42812,4.65375,0.13074,-0.20583,-1.99363,2.42699,0.88722,-1.31723,6992,-26.414,-17.441,24.489,157.19,-59.253,21.843,5,45.6694,,,,NaN,,,,0 / 0,306519,2018-08-09 08:48:04:403
-1.64928,7.80002,-1.61662,-1.26919,7.56214,6.1134,2.28197,-1.0961,-3.93555,-1.98221,0.56999,0.76051,6404,-41.65,-8.009,6.734,113.135,-50.455,11.728,5,46.4819,,,,NaN,,,,0 / 0,307020,2018-08-09 08:48:04:904
-4.79105,-0.52461,8.39256,-3.02934,0.49931,9.31366,-3.17114,-0.76833,1.15655,-0.70448,2.68866,1.52673,11436,-39.012,11.617,-20.387,74.086,-2.919,18.018,5,49.9674,,,,NaN,,,,0 / 0,307518,2018-08-09 08:48:05:402
-7.03612,1.93581,8.60614,-7.73128,-0.52627,6.01005,1.04929,-0.82038,3.06312,-0.25835,0.16927,-0.4496,5508,-20.509,25.711,-31.163,55.212,0.542,53.124,5,51.8984,,,,NaN,,,,0 / 0,308018,2018-08-09 08:48:05:902
-6.31348,6.55934,2.41949,-3.53534,2.12289,8.89748,1.3251,1.35954,-5.66776,4.2498,1.05888,-3.11235,5748,-38.239,0.826,-18.227,88.286,-7.706,22.642,5,51.4208,,,,NaN,,,,0 / 0,308519,2018-08-09 08:48:06:403
-0.12323,-3.05084,7.96964,1.48703,2.45257,9.37785,1.00498,-3.1612,-6.16109,-1.63605,1.74692,-0.89818,3396,-31.621,-22.588,2.966,124.149,-14.483,-9.01,5,51.1327,,,,NaN,,,,0 / 0,309019,2018-08-09 08:48:06:903
-4.85385,2.55017,4.84222,-8.80803,1.28655,4.11507,3.43951,0.93632,0.27915,-1.05247,0.02083,0.26875,2384,-10.358,-26.414,-22.623,135.723,-7.905,65.947,5,51.232,,,,NaN,,,,0 / 0,309519,2018-08-09 08:48:07:403
2.93837,-1.84128,5.95189,-2.76682,4.35775,8.33817,3.45001,-9.45517,-4.27781,1.55733,1.81981,-1.68823,2060,-4.036,-37.804,12.988,180.426,-26.383,18.357,5,51.4478,,,,NaN,,,,0 / 0,310018,2018-08-09 08:48:07:902
0.60359,0.38765,7.96246,-1.44502,2.15812,9.45647,0.40602,-1.46497,-2.62567,-0.85069,-0.69652,2.43956,2572,-12.575,-37.234,3.008,161.847,-15.323,11.166,5,52.1802,,,,NaN,,,,0 / 0,310519,2018-08-09 08:48:08:403
2.19839,-0.56947,12.24263,2.60417,-1.14412,9.38508,-2.54061,2.05306,-0.96709,0.24966,-0.17119,-0.01427,1608,-11.002,-37.607,-7.872,167.755,6.7,-15.508,5,52.6914,,,,NaN,,,,0 / 0,311018,2018-08-09 08:48:08:902
2.33539,-0.7986,5.39975,1.53086,2.58464,9.33523,-1.08578,-2.5692,-4.34498,0.43008,0.89944,1.33798,1250,-22.903,-31.566,7.959,143.113,-15.281,-9.313,5,65.3681,,,,NaN,,,,0 / 0,311518,2018-08-09 08:48:09:402
0.67357,-0.03947,11.30823,0.94748,0.01315,9.76076,-0.85112,0.50681,-3.79765,-0.76373,0.22566,-0.33293,1408,-23.347,-31.635,-3.262,144.759,-0.077,-5.544,5,48.9965,,,,NaN,,,,0 / 0,312018,2018-08-09 08:48:09:902
1.28912,1.19762,4.74591,0.46236,3.20725,9.25582,0.24918,-2.4402,-5.34766,1.07901,0.41585,0.39317,1720,-32.43,-24.28,5.489,126.459,-18.459,-3.054,5,43.2663,,,,NaN,,,,0 / 0,312519,2018-08-09 08:48:10:403
-3.31168,2.82234,6.02307,2.38123,2.71378,9.11787,-3.18116,-0.30217,-5.51172,0.00879,0.07315,-0.64508,880,-23.41,-30.984,8.858,141.676,-12.791,-13.662,5,44.4781,,,,NaN,,,,0 / 0,313018,2018-08-09 08:48:10:902
3.9978,2.02315,8.84062,1.09849,3.19431,9.20653,0.68267,-0.97221,-2.61177,0.26372,-0.46175,0.53937,1540,-36.797,-16.824,7.422,114.232,-19.01,-6.804,5,64.5515,,,,NaN,,,,0 / 0,313518,2018-08-09 08:48:11:402
-1.01756,3.42474,11.52478,1.65529,2.50799,9.3349,-2.49064,-0.29952,-0.77556,0.29305,-0.48659,0.20625,5488,-30.76,-22.516,5.142,125.429,-14.582,-8.588,5,45.4151,,,,NaN,,,,0 / 0,314018,2018-08-09 08:48:11:902
5.15712,2.16432,10.26854,2.53262,3.64817,8.7434,0.11129,-0.51431,-0.95975,0.18756,-0.50777,0.22437,5156,-37.814,-10.602,8.943,104.385,-23.659,-13.543,5,44.4012,,,,NaN,,,,0 / 0,314519,2018-08-09 08:48:12:403
-4.28436,3.06642,13.71719,0.11809,2.29168,9.53439,0.51466,1.80368,-0.70079,-0.50168,2.27368,-0.94337,7648,-38.153,-12.383,-6.148,104.992,-13.514,-0.71,5,47.3699,,,,NaN,,,,0 / 0,315018,2018-08-09 08:48:12:902
-0.43491,3.93382,11.59357,-2.4731,3.99232,8.60904,3.91862,1.46101,-0.2651,-1.00787,0.38042,-0.42415,8292,-36.212,3.679,-19.156,79.979,-24.023,16.028,5,47.9614,,,,NaN,,,,0 / 0,315518,2018-08-09 08:48:13:402
-3.16632,3.86623,10.71719,0.53942,3.26141,9.23269,-2.7713,-1.28955,-0.84187,-0.12885,-0.5605,-0.33536,6636,-36.317,-18.201,0.528,114.994,-19.63,-2.38,5,69.4873,,,,NaN,,,,0 / 0,316019,2018-08-09 08:48:13:903
0.13937,2.72424,8.66116,0.83096,3.72992,9.03148,-0.462,-0.33089,2.1369,0.88374,0.07663,-0.39645,6464,-38.857,-14.632,2.083,108.784,-22.355,-5.257,5,62.5246,,,,NaN,,,,0 / 0,316518,2018-08-09 08:48:14:402
-4.48117,2.22772,9.45737,-0.26714,1.11462,9.73944,-0.4449,1.73001,-2.71561,-1.3683,0.81657,-0.18449,5808,-35.912,-20.453,-6.308,118.098,-6.526,1.571,5,66.3973,,,,NaN,,,,0 / 0,317018,2018-08-09 08:48:14:902
1.21675,1.24249,13.55689,-0.47549,1.51976,9.6765,-1.50663,0.11478,1.83538,-0.17894,-0.82236,0.02727,4020,-38.142,-18.687,-4.196,115.927,-9.374,4.375,5,60.1094,,,,NaN,,,,0 / 0,317519,2018-08-09 08:48:15:403
0.60837,3.46782,10.53774,0.67405,0.89742,9.74221,-0.51385,2.67082,1.59962,-0.32269,-0.26099,-0.31297,3320,-37.361,-16.631,-2.983,114.103,-5.251,-3.958,5,48.5154,,,,NaN,,,,0 / 0,318018,2018-08-09 08:48:15:902
1.32562,0.81656,10.6496,1.03109,1.65645,9.61059,-0.44569,-1.53326,0.22049,-0.51654,-0.55562,0.16003,2908,-39.326,-11.902,0.069,105.691,-12.823,-5.243,5,48.6124,,,,NaN,,,,0 / 0,318519,2018-08-09 08:48:16:403
1.77008,0.70828,14.60614,1.43407,-0.0724,9.70096,-0.16086,1.7459,3.04263,-0.28339,-0.33244,-0.17085,1540,-39.738,-13.354,-1.727,108.389,0.423,-8.409,5,55.9347,,,,NaN,,,,0 / 0,319018,2018-08-09 08:48:16:902
1.33698,-0.78065,16.23804,2.07611,0.79515,9.55133,-0.00958,-1.02837,5.52145,-1.19948,0.66202,-0.2863,1250,-38.712,-15.523,1.772,110.986,-8.633,-13.86,5,50.9751,,,,NaN,,,,0 / 0,319518,2018-08-09 08:48:17:402
-4.03551,-2.07697,16.74233,-1.21069,-1.10181,9.66906,-2.59377,0.44509,5.47018,-0.20256,0.4529,0.51086,2140,-34.28,-16.713,-14.815,116.937,6.451,7.137,5,65.5406,,,,NaN,,,,0 / 0,320019,2018-08-09 08:48:17:903
-3.12564,-2.67816,13.4492,-3.22631,-1.22581,9.17925,-1.25459,-2.02111,3.81392,-0.62161,0.69786,0.11787,2272,-32.172,-15.405,-21.3,113.677,7.143,17.665,5,62.5448,,,,NaN,,,,0 / 0,320519,2018-08-09 08:48:18:403
0.11485,-0.2608,5.62167,-2.27132,-1.0854,9.47805,-1.44218,-0.93703,0.82065,0.27023,-0.58473,0.34756,1740,-37.666,-11.617,-14.702,107.251,6.355,13.476,5,59.2375,,,,NaN,,,,0 / 0,321019,2018-08-09 08:48:18:903
5.67697,1.15157,7.59995,1.64495,0.18084,9.66601,1.87537,-1.06011,4.5868,0.56081,0.7227,0.13315,880,-43.402,-5.582,-0.974,97.885,-1.057,-9.658,5,49.3601,,,,NaN,,,,0 / 0,321519,2018-08-09 08:48:19:403
4.94835,2.01955,6.23245,2.04742,1.55891,9.46299,-0.74975,0.06482,3.49195,1.09592,-0.45013,0.33168,880,-40.746,-12.535,2.428,106.795,-6.254,-11.479,5,59.2723,,,,NaN,,,,0 / 0,322019,2018-08-09 08:48:19:903
6.20877,1.32265,6.96346,2.1334,2.15625,9.32575,1.46795,-0.68029,2.23225,0.77379,-0.14798,0.42412,880,-42.271,-11.098,5.711,104.519,-8.75,-7.119,5,52.441,,,,NaN,,,,0 / 0,322518,2018-08-09 08:48:20:402
4.61635,2.31268,6.30363,1.20742,1.13139,9.66605,1.11022,1.72443,2.96384,1.07372,-0.99931,0.00854,2292,-40.562,-12.854,3.308,107.151,-6.625,-7.12,5,49.8186,,,,NaN,,,,0 / 0,323018,2018-08-09 08:48:20:902
2.58902,2.3031,7.01431,1.16364,2.19429,9.48691,2.50423,0.40029,-1.01834,-0.10503,0.46126,0.0126,2208,-37.697,-17.976,4.674,114.689,-12.93,-6.993,5,50.1527,,,,NaN,,,,0 / 0,323519,2018-08-09 08:48:21:403
-5.15057,0.43431,5.71141,-5.78986,2.90255,7.36363,-0.00541,-1.92272,-0.038,-0.216,1.83122,1.83196,6340,-32.419,-3.322,-28.461,91.718,-14.238,32.117,5,50.8678,,,,NaN,,,,0 / 0,324019,2018-08-09 08:48:21:903
-4.63492,2.46223,3.39278,-5.64028,3.69612,7.12014,1.08014,-1.53772,-2.68935,1.29079,-0.18544,-0.42374,7268,-30.714,-5.449,-27.327,95.438,-22.142,38.385,5,68.2543,,,,NaN,,,,0 / 0,324519,2018-08-09 08:48:22:403
-3.82375,3.3392,7.87453,-5.98358,4.51949,6.31992,1.83789,-1.40847,-1.12372,-1.27972,0.68646,-0.83505,5612,-29.427,-2.684,-31.714,91.729,-32.621,44.799,5,66.9303,,,,NaN,,,,0 / 0,325018,2018-08-09 08:48:22:902
-1.05646,-0.15611,10.10762,0.9381,0.61695,9.74216,-2.18355,-2.23978,0.38687,-2.79832,-1.65884,-0.77968,8568,-41.956,-11.626,2.156,105.754,-3.607,-5.5,5,66.8983,,,,NaN,,,,0 / 0,325519,2018-08-09 08:48:23:403
5.91983,-0.43608,3.66914,6.53919,-1.37027,7.17856,-3.06168,0.4578,-0.89702,0.17209,1.48363,-0.21339,8372,-32.44,-16.795,17.955,117.881,8.973,-46.915,5,44.4124,,,,NaN,,,,0 / 0,326019,2018-08-09 08:48:23:903
4.08813,-3.42592,7.73274,5.51183,-4.75834,6.56874,-1.66791,3.92498,1.07977,-0.63484,0.31689,-0.07208,11120,-38.091,-14.818,10.936,120.878,29.366,-41.493,5,44.8468,,,,NaN,,,,0 / 0,326518,2018-08-09 08:48:24:402
4.61754,-2.82771,3.46156,6.569,-4.10815,6.01179,0.33245,1.32793,0.88874,2.05374,-0.81808,0.18242,5292,-33.026,-2.034,25.905,96.414,24.766,-47.536,5,54.7144,,,,NaN,,,,0 / 0,327018,2018-08-09 08:48:24:902
3.42592,-2.17867,8.15448,7.20039,-1.81148,6.4065,-3.76113,-0.31269,-4.49141,-0.58089,0.77402,-0.48972,4496,-31.746,-0.856,26.216,93.632,11.212,-50.492,5,52.967,,,,NaN,,,,0 / 0,327518,2018-08-09 08:48:25:402
6.46899,-0.3625,-1.69498,9.17051,-1.92744,2.89088,-0.49652,1.18087,0.23557,1.06334,0.08069,0.15555,2676,-13.469,18.817,34.738,63.909,11.335,-72.503,5,53.2478,,,,NaN,,,,0 / 0,328019,2018-08-09 08:48:25:903
2.42812,-2.75533,3.918,6.96172,-2.26751,6.52405,-3.19318,-0.68506,-0.7432,-1.18993,0.58424,-1.88675,7256,-35.101,-11.119,18.665,110.563,15.491,-47.735,5,52.2256,,,,NaN,,,,0 / 0,328519,2018-08-09 08:48:26:403
3.48633,-2.25403,2.53734,6.15668,-1.81551,7.41415,-3.04009,-0.395,-1.32849,0.97456,0.62415,-0.06639,12260,-35.965,-15.813,15.039,117.339,13.843,-43.42,5,56.3015,,,,NaN,,,,0 / 0,329019,2018-08-09 08:48:26:903
2.37128,-0.34216,4.85957,4.16964,-2.57369,8.49474,-0.41557,1.33489,-1.75335,0.66974,0.63678,-0.95967,15768,-38.333,-15.262,3.546,116.551,15.215,-26.144,5,57.8533,,,,NaN,,,,0 / 0,329519,2018-08-09 08:48:27:403
2.65663,-0.52641,6.1152,4.13803,0.01937,8.89082,1.38603,-1.41989,2.64113,1.95152,1.11589,0.33066,15412,-33.052,-17.212,12.209,115.91,-0.113,-24.959,5,59.2205,,,,NaN,,,,0 / 0,330019,2018-08-09 08:48:27:903
1.61096,1.74918,6.92218,3.17068,1.81381,9.10095,1.06699,0.24465,-0.60835,-0.71202,-0.06265,-1.28078,8848,-31.195,-19.87,10.081,120.885,-10.216,-19.993,5,56.5077,,,,NaN,,,,0 / 0,330519,2018-08-09 08:48:28:403
4.17247,1.48476,8.77243,2.9079,2.1275,9.12076,1.05709,-0.6126,0.35491,0.19957,0.26292,0.226,9688,-30.357,-21.373,10.345,122.633,-11.248,-22.037,5,59.4615,,,,NaN,,,,0 / 0,331018,2018-08-09 08:48:28:902
1.80597,2.46701,8.67552,1.32677,2.72951,9.32523,1.84184,0.74966,-1.80117,-0.36932,-0.57964,-0.40358,8412,-31.299,-22.47,5.901,124.37,-16.161,-8.098,5,58.8397,,,,NaN,,,,0 / 0,331519,2018-08-09 08:48:29:403
1.50508,0.86023,9.36646,1.24028,1.05464,9.67056,-0.40427,2.29929,-0.159,-0.16428,-1.353,0.08368,9860,-33.81,-15.762,-0.165,114.842,-6.776,-2.291,5,58.3218,,,,NaN,,,,0 / 0,332019,2018-08-09 08:48:29:903
-0.87758,0.29193,9.23544,-1.17211,-0.40573,9.7279,1.40273,0.32818,-0.96465,-0.03844,0.12915,-0.3653,13748,-34.628,-10.475,-10.399,105.992,2.788,6.305,5,55.5872,,,,NaN,,,,0 / 0,332519,2018-08-09 08:48:30:403
-1.12524,-0.88414,8.49666,-0.51766,-0.19623,9.79101,0.66539,-1.17695,2.22582,-0.33899,-0.84373,-0.46019,13804,-36.476,-8.463,-5.922,102.851,2.7,1.174,5,50.3966,,,,NaN,,,,0 / 0,333018,2018-08-09 08:48:30:902
-2.08118,0.38048,-1.09198,2.4622,1.41201,9.38692,1.33864,-0.79107,3.08607,2.01242,-4.98294,-1.17409,11016,-33.778,-11.546,12.611,108.977,-8.279,-14.698,5,51.4031,,,,NaN,,,,0 / 0,333519,2018-08-09 08:48:31:403
2.14755,-1.69232,6.17622,3.76133,-2.30825,8.75755,2.04145,-1.85362,3.3746,1.2751,0.63046,-0.18875,17584,-34.503,-16.783,6.319,119.135,16.227,-25.609,5,51.6211,,,,NaN,,,,0 / 0,334019,2018-08-09 08:48:31:903
1.51645,-2.95154,11.16885,1.66964,-4.57573,8.51149,-1.06569,1.62034,-0.30452,-0.72015,1.32379,0.97064,20792,-37.004,-9.109,-3.271,109.506,27.813,-11.098,5,53.3889,,,,NaN,,,,0 / 0,334519,2018-08-09 08:48:32:403
-0.45703,-1.51585,7.09387,2.48336,-2.17427,9.23449,-2.62484,0.15748,-0.71184,0.39363,-0.54198,0.38095,17924,-37.328,-3.9,4.797,98.199,15.682,-16.077,5,57.0307,,,,NaN,,,,0 / 0,335018,2018-08-09 08:48:32:902
0.86201,-1.12103,8.20473,3.4694,-2.82056,8.72801,2.4943,-0.20465,-1.22347,-0.93355,0.12386,-1.0403,15336,-36.963,-4.272,8.333,98.565,16.715,-21.678,5,58.1638,,,,NaN,,,,0 / 0,335518,2018-08-09 08:48:33:402
1.69829,-0.42949,5.81551,3.28855,0.09206,9.23836,0.86036,-0.28961,-1.99113,1.12137,0.17844,0.38605,14380,-35.619,-12.605,6.697,109.65,-0.538,-19.594,5,64.254,,,,NaN,,,,0 / 0,336019,2018-08-09 08:48:33:903
7.89272,0.62573,4.6125,3.97984,-0.52291,8.9475,-0.9763,0.95612,-4.72963,0.18736,-0.37907,-0.15903,13352,-33.644,-18.323,8.353,118.06,4.235,-22.604,5,57.6643,,,,NaN,,,,0 / 0,336518,2018-08-09 08:48:34:402
6.22612,0.74419,5.05817,4.29507,1.6103,8.66774,-0.29679,-1.31463,-1.89759,1.39015,0.72902,0.36853,10848,-33.752,-10.651,12.628,106.439,-5.066,-25.373,5,48.3669,,,,NaN,,,,0 / 0,337018,2018-08-09 08:48:34:902
-0.89673,3.04967,8.2843,1.83103,2.32045,9.35057,-1.58864,-0.04618,-3.45889,-0.29256,-0.42815,-0.37569,9708,-31.253,-20.668,5.342,122.617,-14.382,-11.062,5,54.3936,,,,NaN,,,,0 / 0,337519,2018-08-09 08:48:35:403
3.83569,1.77849,4.82666,1.58528,6.38321,7.27406,-0.7871,-3.00675,2.65159,2.45937,1.49912,0.73343,5160,-37.299,-2.051,1.878,86.343,-40.61,-12.295,5,52.5636,,,,NaN,,,,0 / 0,338018,2018-08-09 08:48:35:902
-0.93082,4.4028,8.70363,0.00455,3.50843,9.15758,0.09863,0.89385,-1.99743,0.78174,-1.50978,-0.2641,6452,-34.167,-15.437,-1.337,112.296,-18.686,0.287,5,61.0864,,,,NaN,,,,0 / 0,338518,2018-08-09 08:48:36:402
8.15533,3.63171,11.07373,-0.93067,4.37486,8.72725,6.45689,-1.32421,-4.66506,0.09695,-0.83885,0.68333,5476,-36.221,-4.509,-9.691,91.37,-29.092,4.441,5,62.2126,,,,NaN,,,,0 / 0,339018,2018-08-09 08:48:36:902
-0.45943,-2.8307,10.26376,-3.80482,-2.6121,8.65279,-0.29114,0.36388,-2.07198,0.72635,0.20592,-0.41417,12676,-28.484,-7.523,-26.031,107.018,15.448,23.736,5,67.8144,,,,NaN,,,,0 / 0,339518,2018-08-09 08:48:37:402
-3.39064,4.91129,4.69745,1.55616,1.88749,9.49664,-2.10712,0.02436,-2.86048,0.99858,-0.92377,-0.16229,9052,-21.364,-33.308,6.827,146.531,-11.097,-9.306,5,56.959,,,,NaN,,,,0 / 0,340018,2018-08-09 08:48:37:902
1.27357,2.10629,8.80055,-0.52267,4.94999,8.44955,-0.15942,-0.89636,-4.67572,0.86217,-0.09871,0.07451,3140,-16.562,-34.068,12.988,158.138,-35.464,9.114,5,55.2603,,,,NaN,,,,0 / 0,340518,2018-08-09 08:48:38:402
-4.42136,8.97908,3.94074,-2.53864,8.02759,5.02827,-1.17366,-0.19873,-2.85773,0.43292,0.32117,-0.16432,550,-22.101,-25.847,21.735,164.241,-53.018,24.341,0,61.1666,,,,NaN,,,,0 / 0,341019,2018-08-09 08:48:38:903
-3.82973,9.78247,2.63425,-3.10336,8.34685,4.10725,-0.62699,-4.32384,-3.90757,0.19611,-0.50409,-0.34616,225,-13.205,-25.452,28.188,189.519,-58.336,37.074,0,67.1646,,,,NaN,,,,0 / 0,341518,2018-08-09 08:48:39:402
-3.99364,-1.7677,15.00873,-3.55507,2.5251,8.78383,-5.03987,0.80322,-9.08388,-7.28734,-1.57779,2.82013,1696,-21.913,-31.317,-2.879,147.187,-32.98,32.983,5,60.7381,,,,NaN,,,,0 / 0,342019,2018-08-09 08:48:39:903
-2.63451,-0.80399,8.99916,-2.26569,1.21469,9.4637,-0.97981,-0.70714,-1.50168,1.06151,-1.41122,-0.78273,10480,-28.021,-20.662,-10.918,125.025,-0.058,16.248,5,55.7006,,,,NaN,,,,0 / 0,342518,2018-08-09 08:48:40:402
-2.65605,1.71507,6.50523,-4.57992,0.74393,8.63952,1.47431,1.02265,-1.82461,-0.52652,-0.0537,1.08345,8116,-27.69,-12.415,-20.515,108.531,-3.987,27.584,5,58.3856,,,,NaN,,,,0 / 0,343018,2018-08-09 08:48:40:902
-2.7715,-2.43529,8.05698,-2.93898,-0.51198,9.34188,0.5406,-1.46508,-0.7993,0.403,0.9247,-0.7697,9044,-28.853,-16.629,-18.224,117.78,2.993,17.464,5,55.4916,,,,NaN,,,,0 / 0,343519,2018-08-09 08:48:41:403
-3.7077,-1.19102,5.30763,-5.60074,-1.89896,7.82279,1.45374,0.96198,-1.23126,-0.68513,0.31017,1.22842,10148,-26.457,-4.538,-26.875,100.026,12.56,34.651,5,57.7852,,,,NaN,,,,0 / 0,344018,2018-08-09 08:48:41:902
-2.80798,-1.01276,1.74292,-3.76713,0.55328,9.03731,0.50199,-2.22539,-4.6903,2.15515,-0.65152,-0.97292,9612,-27.054,-22.662,-15.685,126.165,-3.234,22.628,5,62.5516,,,,NaN,,,,0 / 0,344518,2018-08-09 08:48:42:402
-5.51308,-0.80399,11.84601,-6.21673,-0.75958,7.54623,1.12031,1.4458,4.77534,0.67625,2.43312,2.10582,11516,-22.012,-2.109,-30.695,94.878,7.934,41.64,5,58.2676,,,,NaN,,,,0 / 0,345019,2018-08-09 08:48:42:903
-0.69632,-5.91985,-11.90814,-2.49028,3.78987,8.69516,-2.04049,-6.29145,-4.98223,3.46892,-0.63319,-3.95351,6692,-26.187,-27.15,-0.711,137.711,-15.435,16.432,5,46.0091,,,,NaN,,,,0 / 0,345519,2018-08-09 08:48:43:403
4.69591,-18.65922,-7.39409,-6.13853,-5.55616,5.25527,-5.63576,-0.46134,-6.63885,0.36859,-0.25813,2.4866,5052,38.547,-16.969,16.232,236.43,34.511,49.433,5,54.6861,,,,NaN,,,,0 / 0,346019,2018-08-09 08:48:43:903
-11.86482,-10.87776,12.43704,-6.07318,-3.65772,6.77554,-4.77169,-3.46011,-0.23031,0.70212,1.35495,0.23068,4492,34.145,-0.484,22.395,268.612,23.335,36.405,5,45.4259,,,,NaN,,,,0 / 0,346518,2018-08-09 08:48:44:402
-8.14877,-10.79402,5.52238,-6.25235,-4.09395,6.34965,-2.5616,-5.69126,-0.20395,0.06357,0.83429,0.4054,5496,34.187,-10.864,19.252,248.836,22.948,45.745,5,47.8931,,,,NaN,,,,0 / 0,347018,2018-08-09 08:48:44:902
-17.42514,-10.5332,9.82947,-9.04033,-0.20293,-3.79494,-9.20401,-8.00674,13.99499,-1.06612,0.36067,8.85626,2108,-1.364,-32.466,24.377,214.992,1.186,112.772,5,47.9785,,,,NaN,,,,0 / 0,347519,2018-08-09 08:48:45:403
-3.00659,8.80679,10.0855,-3.541,8.90088,-2.09905,2.34572,2.05259,1.65226,1.98004,2.94727,-0.48462,550,-27.296,-12.935,27.837,250.267,-65.181,120.659,0,42.696,,,,NaN,,,,0 / 0,348019,2018-08-09 08:48:45:903
-4.92026,8.31807,-5.21721,-5.80424,7.18412,-3.29692,-8.03312,1.51383,-0.97035,-0.54628,-1.10417,1.2213,30,-10.887,-2.917,38.478,278.262,-44.253,122.269,0,47.7779,,,,NaN,,,,0 / 0,348518,2018-08-09 08:48:46:402
-7.78386,9.55516,-7.87445,-4.95963,7.68244,-3.54295,-2.8664,1.69055,-1.66291,-0.33003,-1.33038,-0.15475,30,-21.349,-9.003,33.702,264.987,-51.572,125.54,0,48.193,,,,NaN,,,,0 / 0,349018,2018-08-09 08:48:46:902
-8.28816,4.18028,-2.19148,-5.0771,7.63212,-3.48485,-0.85309,-2.88548,-1.74099,-0.97917,3.99142,-1.46301,225,-26.509,-15.118,28.304,249.411,-51.101,124.465,0,47.9968,,,,NaN,,,,0 / 0,349519,2018-08-09 08:48:47:403
-4.4064,-3.51385,12.44122,-5.43268,-2.28799,7.83718,3.2224,-1.30641,3.38607,0.32867,0.80435,0.50883,11460,-28.203,-2.246,-31.992,96.033,13.492,34.729,5,47.9519,,,,NaN,,,,0 / 0,350018,2018-08-09 08:48:47:902
-5.59683,-1.49072,3.23903,-5.68763,1.93479,7.75099,2.71272,-2.37366,-3.5408,-0.55707,-0.21172,-0.69232,8480,-26.691,-20.598,-23.846,118.922,-12.558,37.291,5,48.6957,,,,NaN,,,,0 / 0,350518,2018-08-09 08:48:48:402
-6.70111,-4.74855,10.42946,-6.75905,-3.44236,6.21577,0.93093,-0.36683,3.18941,-1.72116,0.43459,-0.0609,9524,-23.688,-5.188,-34.509,100.531,16.733,41.933,5,51.4377,,,,NaN,,,,0 / 0,351019,2018-08-09 08:48:48:903
-7.27599,-2.56749,5.51161,-5.78286,-0.58476,7.89854,2.01707,-0.82384,-4.65924,-0.20888,0.44008,-0.35004,7172,-20.059,-22.354,-28.052,124.672,3.419,36.209,5,52.3721,,,,NaN,,,,0 / 0,351520,2018-08-09 08:48:49:404
-5.71048,-3.1657,9.8181,-6.72383,-3.13414,6.41386,2.35329,1.33333,-2.17309,-2.31085,-0.41002,0.5349,9724,-23.021,-0.427,-34.131,92.423,14.189,46.127,5,55.3859,,,,NaN,,,,0 / 0,352019,2018-08-09 08:48:49:903
-7.49612,-2.55852,2.20354,-6.31385,1.55348,7.34114,2.82937,-3.76113,-6.10573,0.11896,0.55634,-0.5119,7844,-22.91,-23.872,-25.699,123.716,-9.115,40.698,5,56.6265,,,,NaN,,,,0 / 0,352518,2018-08-09 08:48:50:402
-7.58228,-3.07657,10.02208,-7.13438,-3.47193,5.76339,2.18307,-0.17061,3.65181,-0.51613,0.31444,-0.11893,12592,-18.857,-3.131,-34.795,97.924,18.614,49.775,5,55.5211,,,,NaN,,,,0 / 0,353018,2018-08-09 08:48:50:902
-3.74957,-2.43768,1.80214,-5.52718,0.32505,8.09413,1.26002,-3.71988,-4.36794,1.54144,-0.22961,-0.12015,10360,-20.85,-26.823,-23.038,131.425,-1.899,34.328,5,49.7792,,,,NaN,,,,0 / 0,353518,2018-08-09 08:48:51:402
-5.03152,-3.54855,10.4175,-6.42935,-3.63405,6.45193,2.86192,1.40763,-0.58725,-1.37949,0.15663,0.30276,12972,-18.712,-10.185,-35.149,109.695,19.19,43.273,5,51.605,,,,NaN,,,,0 / 0,354018,2018-08-09 08:48:51:902
-4.13123,-2.94138,4.0873,-5.33134,0.01693,8.23085,1.60112,-3.31549,-4.31138,2.2193,-0.47946,-0.8595,10780,-10.777,-34.801,-16.153,152.865,-0.099,32.932,5,57.8309,,,,NaN,,,,0 / 0,354518,2018-08-09 08:48:52:402
-4.69174,-2.34915,6.97542,-5.12449,-3.41252,7.63313,0.76952,1.31245,-1.0553,-0.74174,0.20734,0.57072,14728,-15.95,-19.518,-32.088,129.294,18.667,31.863,5,58.6685,,,,NaN,,,,0 / 0,355019,2018-08-09 08:48:52:903
-3.36671,-2.42751,2.41351,-5.48902,-0.20768,8.12391,-1.33581,-2.82009,1.02795,2.57074,-1.13573,0.30133,13808,-11.305,-32.547,-24.083,145.408,8.451,39.193,5,64.9318,,,,NaN,,,,0 / 0,355518,2018-08-09 08:48:53:402
